Gene ID	Protein accession	bombyx_mori	NCBI GeneID	Symbol	Description
135084669	XP_063835513.1	XP_004924915.2	101738930.0	GPHR	golgi pH regulator
135084584	XP_063835422.1	NP_001166873.1	100141426.0	Gk2	Glycerol kinase 2
135084437	XP_063835290.1	XP_037875987.1	105842638.0	LOC105842638	nephrin
135084687	XP_063835528.1				
135084684	XP_063835525.1	XP_004923761.1	101742330.0	LOC101742330	probable basic-leucine zipper transcription factor I
135084655	XP_063835500.1				
135084614	XP_063835454.1	XP_021202038.1	101742192.0	LOC101742192	prostamide/prostaglandin F synthase
135084615	XP_063835455.1	NP_001091804.1	778509.0	LOC778509	thioredoxin-like protein
135084618	XP_063835460.1	XP_004923758.2	101741945.0	Bx42	Puff-specific protein Bx42
135084600	XP_063835442.1	XP_012543804.2	101746654.0	NC2alpha	negative cofactor 2 alpha
135084623	XP_063835461.1	XP_004923757.1	101741796.0	lin	protein lines homolog
135084438	XP_063835291.1	XP_037876080.1	101746513.0	gek	serine/threonine-protein kinase gek
135084576	XP_063835417.1				
135084608	XP_063835447.1	XP_012543791.1	101746374.0	LOC101746374	thioredoxin-related transmembrane protein 1
135084565	XP_063835397.1	NP_001171667.1	100431171.0	LOC100431171	orthodenticle
135084572	XP_063835413.1	XP_021202034.1	101741515.0	LOC101741515	lysophosphatidylserine lipase ABHD12
135084561	XP_063835394.1	XP_037876557.1	119628368.0	LOC119628368	piggyBac transposable element-derived protein 4
135084579	XP_063835419.1	XP_004923752.1	101741052.0	LOC101741052	lysophosphatidylserine lipase ABHD12
135084439	XP_063835292.1				
135084535	XP_063835374.1	XP_021202032.2	101740909.0	LOC101740909	spherulin-2A
135084499	XP_063835349.1	XP_021202031.1	101740769.0	LOC101740769	pro-resilin
135084578	XP_063835418.1	XP_004923749.2	101740534.0	LOC101740534	pro-resilin
135084538	XP_063835377.1	XP_004923786.2	101746235.0	LOC101746235	uncharacterized LOC101746235
135084596	XP_063835439.1				
135084560	XP_063835392.1	XP_021202045.2	101746092.0	LOC101746092	pleckstrin homology-like domain family B member 1
135084569	XP_063835403.1				
135084568	XP_063835402.1	XP_004923745.3	101739995.0	LOC101739995	uncharacterized LOC101739995
135084571	XP_063835410.1	XP_037875702.1	101739862.0	Dcps	Decapping enzyme, scavenger
135084375	XP_063835220.1				
135084575	XP_063835416.1	XP_012543799.1	101745947.0	LOC101745947	igLON family member 5
135084376	XP_063835221.1	XP_004923743.1	101739722.0	Spred	Sprouty-related protein with EVH-1 domain
135084635	XP_063835472.1	XP_004923742.1	101739578.0	LOC101739578	delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial
135084566	XP_063835398.1	XP_012543786.3	101739440.0	LOC101739440	limbic system-associated membrane protein
135084564	XP_063835396.1	XP_037875637.1	101745805.0	LOC101745805	proton-coupled amino acid transporter-like protein pathetic
135084440	XP_063835293.1	XP_021202019.1	101745656.0	LOC101745656	chitooligosaccharidolytic beta-N-acetylglucosaminidase
135084676	XP_063835519.1	NP_001138797.1	100270770.0	Pu	GTP cyclohydrolase punch
135084523	XP_063835363.1				
135084354	XP_063835202.1				
135084497	XP_063835347.1				
135084574	XP_063835415.1				
135084573	XP_063835414.1	XP_004933832.1	101742613.0	LOC101742613	uncharacterized LOC101742613
135084675	XP_063835518.1	XP_004923739.1	101739160.0	LOC101739160	uncharacterized LOC101739160
135084525	XP_063835364.1	XP_004923738.1	101739013.0	LOC101739013	uncharacterized LOC101739013
135084443	XP_063835295.1	NP_001166630.1	100379335.0	CPR143	cuticular protein RR-2 motif 143
135084567	XP_063835401.1	XP_021202017.2	101738788.0	pall	F-box protein pallbearer
135084562	XP_063835395.1	XP_021202016.2	101745367.0	LOC101745367	zinc finger protein 62 homolog
135084628	XP_063835466.1	XP_004923733.3	101738245.0	LOC101738245	zinc finger protein 35
135084642	XP_063835482.1	XP_004923734.2	101738381.0	sm	heterogeneous nuclear ribonucleoprotein L
135084353	XP_063835201.1	XP_037877280.2	119630825.0	LOC119630825	3-oxoacyl-[acyl-carrier-protein] reductase FabG
135084378	XP_063835222.1	XP_037876529.1	119630631.0	LOC119630631	myb/SANT-like DNA-binding domain-containing protein 3
135084610	XP_063835449.1				
135084611	XP_063835450.1	XP_004923735.1	101738520.0	LOC101738520	adrenodoxin-like protein 1, mitochondrial
135084641	XP_063835479.1	XP_037875821.1	101744926.0	LOC101744926	damage-control phosphatase ARMT1
135084556	XP_063835388.1	NP_001093313.2	101738116.0	LOC101738116	zinc finger protein NANOS-P
135084501	XP_063835350.1	XP_021202012.1	101744783.0	LOC101744783	pro-resilin
135084695	XP_063835535.1				
135084670	XP_063835514.1	XP_004923728.1	101737569.0	LOC101737569	ommochrome-binding protein
135084444	XP_063835296.1	XP_062531594.1	101744639.0	LOC101744639	uncharacterized LOC101744639
135084445	XP_063835298.1	XP_004923727.1	101737336.0	LOC101737336	pro-resilin
135084644	XP_063835483.1	NP_001040473.1	733013.0	LOC733013	insulin-related peptide binding protein
135084688	XP_063835530.1				
135084667	XP_063835511.1	NP_001239349.1	100846979.0	IBP2	insulin-related peptide binding protein
135084645	XP_063835491.1	NP_001166639.1	100379348.0	Cpr50Cb	Cuticular protein 50Cb
135084664	XP_063835508.1	XP_062531579.1	101737189.0	LOC101737189	PR domain zinc finger protein 5
135084633	XP_063835470.1	XP_004923725.1	101737051.0	LOC101737051	zinc finger protein 208
135084446	XP_063835299.1	XP_037876051.1	101744212.0	LOC101744212	thyroid receptor-interacting protein 11
135084646	XP_063835493.1				
135084447	XP_063835300.1				
135084448	XP_063835301.1	XP_004923771.3	101743920.0	LOC101743920	protein stum
135084682	XP_063835523.1	XP_021201998.2	101736701.0	Opa1	Opa1 mitochondrial dynamin like GTPase
135084697	XP_063835536.1	XP_062531948.1	101743210.0	LOC101743210	gastrula zinc finger protein XlCGF46.1
135084630	XP_063835468.1	XP_037875824.1	101743347.0	LOC101743347	zinc finger protein 432
135084449	XP_063835302.1	XP_062531568.1	101742925.0	RhoGEF2	Rho guanine nucleotide exchange factor 2
135084379	XP_063835223.1				
135084451	XP_063835303.1				
135084552	XP_063835385.1				
135084380	XP_063835225.1				
135084381	XP_063835226.1				
135084382	XP_063835227.1				
135084383	XP_063835228.1	XP_037876006.1	101736355.0	LOC101736355	putative serine protease K12H4.7
135084452	XP_063835304.1				
135084668	XP_063835512.1	XP_062532853.1	134201633.0	LOC134201633	uncharacterized LOC134201633
135084589	XP_063835432.1	XP_004923720.1	101736086.0	LOC101736086	uncharacterized LOC101736086
135084590	XP_063835433.1	XP_004923719.1	101735959.0	LOC101735959	CD63 antigen
135084351	XP_063835199.1				
135084544	XP_063835379.1				
135084665	XP_063835510.1				
135084673	XP_063835516.1				
135084759	XP_063835567.1				
135084760	XP_063835569.1				
135084914	XP_063835731.1				
135084844	XP_063835651.1				
135084866	XP_063835674.1				
135084861	XP_063835671.1				
135085082	XP_063835928.1	NP_001037207.1	692689.0	RpS21	ribosomal protein S21
135085080	XP_063835926.1	XP_012546336.2	101736762.0	LOC101736762	uncharacterized protein F09G8.5
135084761	XP_063835570.1	XP_004926768.1	101746290.0	Vps53	vacuolar protein sorting 53
135084762	XP_063835571.1				
135084763	XP_063835572.1	XP_021204057.2	110385294.0	LOC110385294	uncharacterized LOC110385294
135084764	XP_063835573.1				
135084765	XP_063835574.1	XP_037871478.1	101737155.0	LOC101737155	protein ERGIC-53
135084922	XP_063835737.1	XP_004926771.1	101746566.0	LOC101746566	aldo-keto reductase AKR2E4-like
135084923	XP_063835738.1	XP_004926772.1	101746802.0	LOC101746802	aldo-keto reductase AKR2E4-like
135084832	XP_063835643.1	XP_004926773.1	101746943.0	LOC101746943	serine-rich adhesin for platelets
135084766	XP_063835575.1	XP_004926774.1	101747076.0	LOC101747076	trypsin eta
135084768	XP_063835576.1	XP_037872822.1	101737442.0	rhea	Talin_middle and talin-RS domain-containing protein rhea
135084959	XP_063835785.1				
135084769	XP_063835577.1	XP_037871626.1	101735380.0	LOC101735380	caytaxin
135084962	XP_063835788.1	XP_004926776.1	101735509.0	LOC101735509	uncharacterized LOC101735509
135084736	XP_063835545.1	NP_001243910.1	100862750.0	Atf-2	Activating transcription factor-2
135084925	XP_063835741.1	XP_012546329.1	101737583.0	LOC101737583	protein quiver
135084918	XP_063835735.1	XP_004926778.1	101735745.0	LOC101735745	F-box/LRR-repeat protein 20
135084968	XP_063835796.1	XP_004926779.1	101735876.0	LOC101735876	aldo-keto reductase AKR2E4-like
135084771	XP_063835580.1	XP_012546340.1	101736094.0	LOC101736094	uncharacterized LOC101736094
135084917	XP_063835733.1	XP_004926782.1	101736228.0	bcn92	LYR motif-containing protein bcn92
135084837	XP_063835646.1				
135084772	XP_063835581.1	XP_012546334.2	101737726.0	LOC101737726	uncharacterized LOC101737726
135084964	XP_063835792.1	NP_001139413.1	100146105.0	P25	silk protein P25
135084951	XP_063835778.1				
135084773	XP_063835582.1				
135084774	XP_063835583.1				
135084775	XP_063835584.1	XP_037873137.1	105841715.0	LOC105841715	CLIP-associating protein
135084880	XP_063835685.1	XP_004926793.2	101737862.0	LOC101737862	uncharacterized LOC101737862
135084776	XP_063835585.1	XP_021204043.1	101736358.0	LOC101736358	uncharacterized LOC101736358
135084879	XP_063835683.1	XP_062528209.1	101742877.0	LOC101742877	uncharacterized LOC101742877
135084965	XP_063835793.1	NP_001162052.1	100316860.0	Cdk4	Cyclin-dependent kinase 4
135084738	XP_063835547.1	XP_037872708.1	101738867.0	LOC101738867	uncharacterized LOC101738867
135084961	XP_063835787.1	XP_012552185.2	101738727.0	LOC101738727	uncharacterized LOC101738727
135084960	XP_063835786.1	XP_004933335.2	101742237.0	LOC101742237	uncharacterized LOC101742237
135084777	XP_063835586.1				
135084892	XP_063835697.1	XP_062529578.1	101746904.0	LOC101746904	uncharacterized PE-PGRS family protein PE_PGRS54
135084901	XP_063835720.1	XP_012547004.1	101747037.0	LOC101747037	cysteine dioxygenase type 1
135085055	XP_063835907.1	XP_004927589.1	101746764.0	mdlc	RING finger protein mdlc
135084779	XP_063835587.1				
135084780	XP_063835588.1				
135084891	XP_063835696.1	XP_037871418.1	101737466.0	LOC101737466	mucin-17
135084827	XP_063835638.1	XP_021208351.1	101737039.0	LOC101737039	adenosylhomocysteinase-like 1
135084739	XP_063835548.1	XP_012551889.1	101736907.0	LOC101736907	uncharacterized LOC101736907
135084781	XP_063835589.1				
135084971	XP_063835801.1	XP_004933332.1	101741786.0	DEF8	differentially expressed in FDCP 8 homolog
135084782	XP_063835590.1	XP_004933333.1	101741935.0	LOC101741935	uncharacterized LOC101741935
135084902	XP_063835721.1	XP_004933330.1	101741550.0	LOC101741550	uncharacterized LOC101741550
135084906	XP_063835728.1	XP_004933329.1	101741323.0	Bap55	Brahma associated protein 55kD
135084741	XP_063835549.1	XP_012551914.1	105842586.0	LOC105842586	uncharacterized LOC105842586
135085079	XP_063835925.1				
135084907	XP_063835729.1	NP_001124361.1	100174835.0	NPF2	neuropeptide F 2
135084742	XP_063835550.1				
135084743	XP_063835551.1	XP_037873047.1	101741035.0	LOC101741035	uncharacterized LOC101741035
135084877	XP_063835680.1	XP_012551900.1	101736637.0	LOC101736637	CTD small phosphatase-like protein 2
135084903	XP_063835724.1	NP_001296559.1	101740522.0	LOC101740522	uncharacterized LOC101740522
135084977	XP_063835808.1	XP_004933323.1	101740389.0	Rad60	DNA repair protein Rad60
135084899	XP_063835717.1	XP_037871552.1	101740752.0	LOC101740752	aldo-keto reductase AKR2E4-like
135084895	XP_063835711.1	NP_001037454.1	693024.0	Inv	invected homeodomain
135084898	XP_063835716.1	NP_001037550.2	101739896.0	LOC101739896	segmentation polarity homeobox protein engrailed-like
135084904	XP_063835725.1	XP_004933318.1	101739762.0	or	AP-3 complex subunit sigma-2 or
135084894	XP_063835706.1	XP_037871505.1	101736498.0	foi	solute carrier family 39 fear-of-intimacy
135084896	XP_063835712.1				
135084905	XP_063835727.1	XP_021208348.1	101739619.0	LOC101739619	aspartate--tRNA ligase, cytoplasmic
135084900	XP_063835719.1	XP_004933315.1	101739373.0	LOC101739373	uncharacterized LOC101739373
135084893	XP_063835704.1	XP_012551896.1	101736380.0	LOC101736380	uncharacterized LOC101736380
135084924	XP_063835740.1	NP_001040247.1	692942.0	LOC692942	histone H1
135084975	XP_063835804.1	NP_001036998.2	692547.0	Start1	Steroidogenic acute regulatory protein-like
135085057	XP_063835908.1	XP_012551891.1	105842582.0	LOC105842582	uncharacterized LOC105842582
135084783	XP_063835591.1				
135084829	XP_063835640.1	XP_004933313.1	101739098.0	LOC101739098	histone H3
135084843	XP_063835650.1				
135084897	XP_063835715.1	NP_001159624.1	100307015.0	Galphaf	G protein alpha subunit f
135084986	XP_063835816.1	XP_004933308.1	101738418.0	LOC101738418	uncharacterized LOC101738418
135084865	XP_063835673.1	XP_004933309.2	101738552.0	Smox	Smad on X
135084784	XP_063835592.1	XP_021208322.1	101736247.0	LOC101736247	zinc finger protein Xfin
135084786	XP_063835593.1				
135084911	XP_063835730.1				
135085072	XP_063835920.1	XP_004933307.1	101738281.0	LOC101738281	solute carrier family 28 member 3
135084787	XP_063835594.1	XP_037871169.1	101736113.0	didum	dilute class unconventional myosin
135084950	XP_063835777.1	NP_001124359.1	100174833.0	IMFa	IMFamide
135084890	XP_063835694.1	NP_001124358.1	100174832.0	SIFa	SIFamide
135085012	XP_063835857.1				
135085000	XP_063835844.1	XP_062528798.1	101735982.0	gem	transcription factor CP2 like gemini
135085007	XP_063835852.1	NP_001239601.1	100852388.0	lasp	LIM and SH3 domain protein Lasp
135084982	XP_063835813.1	XP_004933370.2	101735850.0	LOC101735850	coiled-coil domain-containing protein 13
135084788	XP_063835595.1	XP_037873541.1	110384750.0	Rbcn-3B	WD repeat-containing protein Rbcn-3B
135084976	XP_063835807.1	NP_001166773.1	100379492.0	CPH4	cuticular protein hypothetical 4
135084984	XP_063835814.1	NP_001166774.1	100379493.0	CPH3	cuticular protein hypothetical 3
135084834	XP_063835644.1	NP_001166775.1	100379494.0	CPH2	cuticular protein hypothetical 2
135084881	XP_063835686.1				
135084871	XP_063835678.1				
135084886	XP_063835687.1				
135084864	XP_063835672.1				
135084870	XP_063835676.1				
135085030	XP_063835882.1				
135084852	XP_063835658.1	NP_001037005.2	692554.0	TDRD12	RNA helicase-like protein
135084789	XP_063835597.1	XP_004933304.1	101737886.0	LOC101737886	dymeclin
135084790	XP_063835598.1	XP_037870983.1	101737750.0	vlc	disks large-associated protein 2
135084791	XP_063835599.1				
135084792	XP_063835600.1				
135084793	XP_063835601.1	XP_021208347.2	101735441.0	E(Pc)	Enhancer of Polycomb
135084744	XP_063835553.1	XP_004933302.2	101737415.0	dgt1	dim gamma-tubulin 1
135084731	XP_063835542.1	XP_037873440.1	101747230.0	LOC101747230	cyclin-T
135084947	XP_063835770.1	XP_012551894.1	101737272.0	LOC101737272	uncharacterized LOC101737272
135085001	XP_063835847.1	NP_001171330.1	100415789.0	ced-6	PTB domain-containing adapter protein ced-6
135084745	XP_063835554.1	XP_004933297.1	101736997.0	LOC101736997	uncharacterized LOC101736997
135084825	XP_063835637.1	XP_021208374.3	101737129.0	LOC101737129	uncharacterized LOC101737129
135084974	XP_063835803.1	XP_062528588.1	134200207.0	LOC134200207	uncharacterized LOC134200207
135084746	XP_063835555.1	XP_037871115.1	101747094.0	LOC101747094	phosphatidylinositol 4-phosphate 5-kinase type-1 alpha
135085025	XP_063835877.1	NP_001040548.1	733136.0	LOC733136	hepatoma-derived growth factor-related protein 3
135085024	XP_063835876.1	XP_004933296.1	101736864.0	LOC101736864	translation machinery-associated protein 7 homolog
135084945	XP_063835769.1	XP_037876390.1	119628376.0	LOC119628376	trypsin inhibitor-like
135084915	XP_063835732.1				
135084851	XP_063835656.1				
135084840	XP_063835649.1	XP_004933293.1	101736464.0	LOC101736464	ephrin-B2a
135084992	XP_063835823.1				
135084996	XP_063835826.1	XP_004933294.1	101736595.0	LOC101736595	uncharacterized LOC101736595
135084957	XP_063835781.1	NP_001040202.1	692893.0	zetaCOP	COPI coat complex subunit zeta
135085022	XP_063835873.1	NP_001040541.1	733129.0	LOC733129	isochorismatase domain containing protein
135085011	XP_063835855.1	XP_037871187.1	101736212.0	Dll	homeotic protein distal-less
135084973	XP_063835802.1	XP_037873035.1	101746683.0	LOC101746683	LHFPL tetraspan subfamily member 2a protein
135085027	XP_063835878.1	XP_004933289.1	101735981.0	LOC101735981	cullin-1
135085031	XP_063835883.1	XP_012551913.1	101735849.0	LOC101735849	uncharacterized LOC101735849
135084734	XP_063835544.1				
135085029	XP_063835880.1	XP_021208375.2	101735715.0	LOC101735715	serine proteinase stubble
135085006	XP_063835851.1	XP_037871362.1	101735576.0	LOC101735576	uncharacterized LOC101735576
135084853	XP_063835659.1				
135084985	XP_063835815.1				
135085009	XP_063835854.1				
135085008	XP_063835853.1	NP_001038956.1	751080.0	Eck	ecdysteroid 22-kinase
135085004	XP_063835849.1	XP_037872722.1	101746269.0	Nadk2	NAD kinase 2, mitochondrial
135085013	XP_063835861.1	XP_037872985.1	101741327.0	Lnpk	zinc-ribbon metal-binding protein lunapark
135085005	XP_063835850.1	XP_004933286.1	101735440.0	LOC101735440	uncharacterized LOC101735440
135084948	XP_063835773.1	XP_037871612.1	101745843.0	LOC101745843	metaxin-2
135085023	XP_063835875.1	NP_001037578.1	732878.0	tsu	40S ribosomal protein S12 homolog tsunagi
135084988	XP_063835818.1	XP_004933282.1	101746822.0	Prosbeta7	proteasome subunit beta type-4
135084970	XP_063835800.1	NP_001037227.1	692699.0	RpL23	ribosomal protein L23
135084995	XP_063835825.1	XP_012551872.2	101746597.0	Np	serine protease notopleural
135084956	XP_063835780.1	XP_004933279.1	101746268.0	LOC101746268	nucleolin
135084795	XP_063835602.1	XP_012551865.1	101745407.0	LOC101745407	bromodomain adjacent to zinc finger domain protein 2B
135084997	XP_063835829.1	NP_001037012.1	692562.0	Hr3	hormone receptor 3
135085018	XP_063835868.1				
135085021	XP_063835870.1				
135085019	XP_063835869.1				
135084952	XP_063835779.1				
135084831	XP_063835642.1	XP_062529172.1	101745264.0	LOC101745264	androgen-dependent TFPI-regulating protein
135084967	XP_063835795.1	XP_062529048.1	101745114.0	LOC101745114	all trans-polyprenyl-diphosphate synthase PDSS2
135084854	XP_063835662.1	XP_012551886.1	101745115.0	LOC101745115	histidine decarboxylase
135084993	XP_063835824.1	XP_004933269.3	101744820.0	flz	transmembrane serine protease filzig
135084747	XP_063835556.1	XP_037871455.2	105842585.0	LOC105842585	uncharacterized LOC105842585
135085062	XP_063835910.1	XP_004933268.1	101744679.0	LOC101744679	spliceosome-associated protein CWC27 homolog
135084846	XP_063835653.1				
135085015	XP_063835864.1				
135084796	XP_063835604.1	XP_037873225.1	101744965.0	LOC101744965	angiotensin-converting enzyme
135084999	XP_063835842.1	XP_004933267.2	101744533.0	LOC101744533	coagulation factor VII
135084797	XP_063835605.1	XP_062529037.1	101744389.0	LOC101744389	plasminogen
135084990	XP_063835820.1	XP_004933352.3	101744821.0	LOC101744821	probable chitinase 2
135084991	XP_063835822.1	XP_004933265.1	101744246.0	LOC101744246	U-scoloptoxin(01)-Er1a
135085078	XP_063835924.1	XP_004933264.1	101744105.0	LOC101744105	protein KTI12 homolog
135085032	XP_063835885.1	XP_012551911.1	101744680.0	LOC101744680	carnosine N-methyltransferase
135085016	XP_063835865.1				
135084798	XP_063835606.1	XP_037871083.1	101744534.0	LOC101744534	probable serine/threonine-protein kinase DDB_G0278901
135085017	XP_063835866.1	XP_004933263.1	101743956.0	LOC101743956	acyl-CoA-binding domain-containing protein 5
135085083	XP_063835930.1	NP_001040365.1	732899.0	Nacalpha	nascent polypeptide associated complex protein alpha subunit
135085028	XP_063835879.1	XP_004933262.1	101743807.0	CCT5	chaperonin containing TCP1 subunit 5
135085081	XP_063835927.1	NP_001040469.1	733009.0	Arp6	Actin-related protein 6
135084980	XP_063835810.1	XP_037871215.1	101744247.0	LOC101744247	protein CDV3 homolog
135084799	XP_063835607.1				
135085044	XP_063835894.1	XP_004933347.1	101744106.0	lms	lateral muscles scarcer
135084921	XP_063835736.1	NP_001233218.1	100653407.0	gly	acetylglucosaminyltransferase
135084978	XP_063835809.1	NP_001037526.1	693069.0	HINT1	histidine triad nucleotide binding protein 1
135085085	XP_063835932.1	NP_001040282.1	692980.0	LOC692980	translin
135085041	XP_063835886.1	XP_004933257.1	101742758.0	LOC101742758	uncharacterized LOC101742758
135084981	XP_063835811.1	XP_037873380.1	101743957.0	LOC101743957	uncharacterized LOC101743957
135085046	XP_063835899.1	XP_004933256.1	101742612.0	LOC101742612	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8
135084800	XP_063835608.1	XP_062529016.1	101742371.0	LOC101742371	uncharacterized LOC101742371
135084801	XP_063835609.1	XP_037872564.1	101743808.0	LOC101743808	synaptic vesicle glycoprotein 2C
135084728	XP_063835540.1	XP_037873304.1	101743658.0	Orc4	origin recognition complex subunit 4
135084729	XP_063835541.1	XP_004933343.1	101743522.0	LOC101743522	putative ammonium transporter 2
135084802	XP_063835610.1	XP_037872748.1	101743380.0	LOC101743380	homeobox even-skipped homolog protein 1
135084726	XP_063835539.1	XP_004933252.1	101742080.0	LOC101742080	glucose-6-phosphatase catalytic subunit 1
135084845	XP_063835652.1	XP_037873499.1	101741934.0	LOC101741934	uncharacterized LOC101741934
135085049	XP_063835903.1	NP_001166776.1	100379495.0	CPH1	cuticular protein hypothetical 1
135084803	XP_063835612.1	XP_004927423.2	101741961.0	Dgk	diacyl glycerol kinase 1
135084888	XP_063835691.1				
135084889	XP_063835693.1	NP_001266320.1	101745190.0	LOC101745190	dihydrofolate reductase-like
135084868	XP_063835675.1	NP_001037028.1	692580.0	Oda	Ornithine decarboxylase antizyme
135085048	XP_063835902.1	XP_004933650.1	101740664.0	LOC101740664	chorion class A
135084748	XP_063835557.1				
135084749	XP_063835558.1	XP_004933236.1	101739848.0	LOC101739848	chorion class CB protein M5H4-like
135085088	XP_063835934.1	XP_004933648.3	101740390.0	LOC101740390	chorion class A proteins Ld9
135084750	XP_063835559.1	XP_004924968.2	101736564.0	LOC101736564	chorion class CA protein ERA.1-like
135084752	XP_063835560.1				
135084753	XP_063835561.1				
135084830	XP_063835641.1				
135084754	XP_063835562.1				
135084989	XP_063835819.1				
135084958	XP_063835784.1				
135084755	XP_063835564.1				
135084756	XP_063835565.1				
135085047	XP_063835900.1	XP_004924976.1	101737624.0	LOC101737624	protein FAM136A
135084757	XP_063835566.1	XP_037873019.1	119628406.0	LOC119628406	uncharacterized LOC119628406
135085051	XP_063835905.1	NP_001124360.1	100174834.0	itg	ITG-containing peptide
135085043	XP_063835893.1	XP_062529080.1	101738839.0	qsm	Zona pelucida superfamily protein qsm
135084804	XP_063835613.1	XP_037871248.1	101744603.0	LOC101744603	uncharacterized LOC101744603
135085063	XP_063835913.1	XP_004924987.1	101739119.0	ND-B17.2	NADH dehydrogenase (ubiquinone) B17.2 subunit
135085076	XP_063835922.1	XP_004924988.1	101739259.0	LOC101739259	G patch domain-containing protein 4
135085045	XP_063835895.1	XP_004924989.2	101739395.0	LOC101739395	putative gamma-glutamylcyclotransferase CG2811
135085050	XP_063835904.1	NP_001108115.1	100136898.0	Pdk	pyruvate dehydrogenase kinase
135084926	XP_063835743.1	NP_001296503.1	101739633.0	MetRS	methionyl-tRNA synthetase 1
135084857	XP_063835667.1				
135084805	XP_063835614.1	XP_004924992.2	101739777.0	LOC101739777	zinc finger protein OZF
135084806	XP_063835615.1	XP_037872596.1	101745030.0	LOC101745030	UBX domain-containing protein 4
135084836	XP_063835645.1	XP_062532447.1	134201529.0	LOC134201529	uncharacterized LOC134201529
135084737	XP_063835546.1	XP_037873387.1	105841466.0	LOC105841466	homeobox protein GBX-2
135084939	XP_063835768.1	NP_001296516.1	101739914.0	LOC101739914	uncharacterized LOC101739914
135084933	XP_063835759.1	XP_012544854.1	105841465.0	LOC105841465	uncharacterized LOC105841465
135084807	XP_063835616.1				
135084808	XP_063835617.1	XP_012544861.2	101745325.0	LOC101745325	R3H domain-containing protein 2
135084809	XP_063835619.1				
135085070	XP_063835919.1	XP_004925027.1	101745466.0	LOC101745466	homeobox protein Hox-B4
135084725	XP_063835538.1	XP_037872943.2	101740050.0	LOC101740050	uncharacterized LOC101740050
135085069	XP_063835918.1	XP_004924995.1	101740183.0	sel	canopy family protein seele
135084810	XP_063835620.1	XP_037872922.1	101745746.0	Sin3A	SIN3 transcription regulator family member A
135084937	XP_063835764.1				
135084887	XP_063835688.1	NP_001093298.1	100101204.0	Hmgcr	HMG coenzyme A reductase
135084811	XP_063835621.1	XP_012544871.2	101745608.0	LOC101745608	insulin-like growth factor-binding protein complex acid labile subunit
135084935	XP_063835762.1				
135084930	XP_063835748.1	XP_021202883.1	101745756.0	LOC101745756	angiotensin-converting enzyme
135084931	XP_063835749.1	XP_004924997.1	101740401.0	LOC101740401	zinc finger protein 85
135085086	XP_063835933.1	XP_004924998.1	101740538.0	LOC101740538	uncharacterized LOC101740538
135084936	XP_063835763.1	XP_004924999.1	101740674.0	LOC101740674	low density lipoprotein receptor adapter protein 1-A
135084938	XP_063835766.1	XP_012544857.1	101746039.0	LOC101746039	U-scoloptoxin(01)-Cw1a
135084928	XP_063835744.1	XP_012544866.1	101740962.0	LOC101740962	zinc finger CCCH domain-containing protein 13
135084932	XP_063835750.1	XP_012544897.2	105841470.0	LOC105841470	androgen-dependent TFPI-regulating protein
135084812	XP_063835622.1	XP_037873326.1	101741103.0	LOC101741103	uncharacterized LOC101741103
135084813	XP_063835623.1	XP_037871514.1	101746182.0	atos	atos homolog atossa
135084839	XP_063835648.1	XP_062528542.1	134200192.0	LOC134200192	uncharacterized LOC134200192
135085077	XP_063835923.1				
135084814	XP_063835625.1	XP_037873235.1	101741243.0	LOC101741243	uncharacterized LOC101741243
135084815	XP_063835626.1	XP_004925004.1	101741519.0	mri	BTB/POZ domain-containing protein mrityu
135084816	XP_063835627.1	XP_004925005.1	101741660.0	D12	YEATS domain containing 2 homolog D12
135084817	XP_063835628.1	XP_021202890.2	101742339.0	YME1L	ATP-dependent zinc metalloprotease YME1L
135084818	XP_063835629.1	XP_037872648.1	101746894.0	da	transcription factor daughterless
135085064	XP_063835914.1				
135085065	XP_063835915.1	XP_037871411.1	101741801.0	Non1	nucleolar GTP-binding protein 1
135084858	XP_063835668.1	XP_037871400.1	101746465.0	LOC101746465	presequence protease, mitochondrial
135084859	XP_063835669.1				
135085060	XP_063835909.1	XP_004925007.1	101742200.0	LOC101742200	zinc finger protein 791
135084872	XP_063835679.1	XP_012544895.3	101742051.0	LOC101742051	uncharacterized LOC101742051
135084819	XP_063835630.1				
135085066	XP_063835916.1	XP_004925034.4	101746611.0	LOC101746611	glutamate decarboxylase
135084820	XP_063835631.1	XP_004925009.1	101742491.0	LOC101742491	DAZ-associated protein 2
135084821	XP_063835633.1	XP_037871338.1	101747027.0	MED16	mediator complex subunit 16
135084822	XP_063835634.1	XP_037871323.1	101747166.0	fra	neogenin protein frazzled
135084823	XP_063835635.1				
135084824	XP_063835636.1				
135084949	XP_063835776.1				
135084770	XP_063835578.1	XP_004925011.1	101742726.0	LOC101742726	RYamide preprohormone
135085159	XP_063835985.1				
135085160	XP_063835986.1				
135085523	XP_063836379.1	XP_004924190.1	101735777.0	snRNP-U1-70K	small ribonucleoprotein particle U1 subunit 70K
135085161	XP_063835987.1	XP_004924187.1	101747162.0	Aduk	Another Drosophila Unc-51-like kinase
135085129	XP_063835953.1	XP_021202365.1	101735634.0	LOC101735634	RNA pseudouridylate synthase domain-containing protein 1
135085519	XP_063836375.1	XP_004924188.1	101735496.0	LOC101735496	uncharacterized LOC101735496
