Gene ID	Protein accession	bombyx_mori	NCBI GeneID	Symbol	Description
135087852	XP_063838751.1	XP_037866540.1	101736620	vkg	Collagen alpha-1(IV) chain viking
135087853	XP_063838752.1	NP_001103810.2	692625	Col4a1	Collagen type IV alpha 1
135087854	XP_063838753.1	NP_001127727.1	100174941	Fatp	fatty acid transport protein
135087855	XP_063838755.1	XP_037866553.1	101742296	Stam	signal transducing adaptor molecule
135087857	XP_063838757.1	XP_037877821.1	101742987	LOC101742987	FYVE, RhoGEF and PH domain-containing protein 3
135087858	XP_063838759.1	XP_004929240.1	101746772	LOC101746772	long-chain fatty acid transport protein 4
135087859	XP_063838760.1	XP_004929241.1	101746913	LOC101746913	long-chain fatty acid transport protein 4
135087861	XP_063838764.1	XP_012548445.1	101747130	LOC101747130	golgin subfamily A member 1
135087862	XP_063838765.1	NP_001127747.1	100187571	NGR-A31	neuropeptide receptor A31
135087863	XP_063838766.1	XP_012548383.2	101735337	LOC101735337	protein muscleblind
135087866	XP_063838772.1	XP_037866643.1	101743129	LOC101743129	alpha-tocopherol transfer protein-like
135087864	XP_063838774.1	XP_037867206.1	101738633	T3dh	Type III alcohol dehydrogenase
135087869	XP_063838775.1	XP_004929251.2	101736413	Pka-C3	Protein kinase, cAMP-dependent, catalytic subunit 3
135087870	XP_063838776.1	XP_004929252.2	101736624	LOC101736624	queuine tRNA-ribosyltransferase catalytic subunit
135087871	XP_063838777.1	NP_001040106.1	692794	ccdc25	coiled-coil domain containing 25 protein
135087843	XP_063838778.1	XP_062529173.1	105842571	LOC105842571	uncharacterized LOC105842571
135087872	XP_063838779.1	XP_004929254.1	101736852	NC2beta	negative cofactor 2beta
135087873	XP_063838780.1	XP_012548513.1	101743553	LOC101743553	dolichyldiphosphatase 1
135087876	XP_063838783.1	XP_062524165.1	101737546	LOC101737546	uncharacterized LOC101737546
135087877	XP_063838784.1	NP_001040185.1	692875	Tpr2	Tetratricopeptide repeat protein 2
135087878	XP_063838787.1	NP_001157380.1	100302616	DnaJ-1	DnaJ (Hsp40) homolog 1
135087879	XP_063838788.1	XP_004929383.1	101743842	LOC101743842	U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 1
135087880	XP_063838789.1	XP_004929257.2	101737309	mTTF	mitochondrial transcription termination factor
135087881	XP_063838790.1	NP_001165397.1	100329158	CTL4	C-type lectin 4
135087882	XP_063838792.1	XP_004929256.1	101737071	LOC101737071	uncharacterized LOC101737071
135087883	XP_063838794.1	XP_062533091.1	101743694	LOC101743694	polycomb group protein Psc
135087886	XP_063838795.1	XP_004929263.1	101738004	mRpS18B	mitochondrial ribosomal protein S18B
135087887	XP_063838796.1	XP_004929261.1	101737784	cnn	phosphodiesterase 4D interacting protein centrosomin
135087888	XP_063838800.1	XP_004929264.4	101738132	LOC101738132	suppressor APC domain-containing protein 2
135087889	XP_063838801.1	XP_004929265.1	101738263	LOC101738263	uncharacterized LOC101738263
135087890	XP_063838803.1	XP_037866570.1	101743990	LOC101743990	glycerophosphocholine phosphodiesterase GPCPD1
135087892	XP_063838807.1	XP_037877798.1	101741863	LOC101741863	uncharacterized LOC101741863
135087893	XP_063838808.1	XP_004929266.2	101738402	LOC101738402	serine/threonine-protein phosphatase 1 regulatory subunit 10
135087896	XP_063838810.1	XP_004929267.1	101738537	l(2)37Bb	lethal (2) 37Bb
135087897	XP_063838811.1	XP_004929268.1	101738669	LOC101738669	calcium load-activated calcium channel
135087898	XP_063838812.1	XP_021205636.1	101744567	LOC101744567	neuroligin-1
135087899	XP_063838813.1	XP_004929271.1	101739037	LOC101739037	sodium/hydrogen exchanger 9B2
135087901	XP_063838821.1	XP_012548404.1	101744998	LOC101744998	G-protein coupled receptor Mth
135087902	XP_063838824.1	XP_004929272.1	101739275	gbb	glass bottom boat
135087903	XP_063838825.1	XP_004929273.2	101739416	c12.1	spliceosome-associated protein CWC15
135087905	XP_063838826.1	XP_004929274.1	101739548	Caper	RNA-binding protein 39-like protein Caper
135087906	XP_063838828.1	XP_004929391.1	101745144	LOC101745144	uncharacterized LOC101745144
135087908	XP_063838830.1	XP_004929276.1	101739791	LOC101739791	uncharacterized LOC101739791
135087909	XP_063838831.1	XP_004929279.1	101740104	LOC101740104	2',5'-phosphodiesterase 12
135087907	XP_063838833.1	XP_037867045.1	101736159	LOC101736159	uncharacterized LOC101736159
135087910	XP_063838834.1	XP_004929281.1	101740375	IntS2	integrator complex subunit 2
135087911	XP_063838835.1	XP_037866555.1	105842081	Ac3	Adenylate cyclase 3
135087912	XP_063838836.1	XP_004929283.2	101740647	serp	chitin deacetylase-like protein serp
135087913	XP_063838837.1	NP_001103795.1	732885	verm	LDLa and CE4_CDA_like_1 domain-containing protein vermiform
135087914	XP_063838839.1	XP_004929280.1	101740238	LOC101740238	frizzled-7-B
135087915	XP_063838840.1	NP_001037632.1	733070	Sec61beta	Sec61 translocon subunit beta
135087916	XP_063838841.1	XP_004929287.1	101741074	LOC101741074	endoplasmic reticulum-Golgi intermediate compartment protein 3
135087918	XP_063838842.1	NP_001380777.1	101740790	mTerf3	mitochondrial transcription termination factor 3
135087919	XP_063838844.1	XP_004929285.1	101740932	LOC101740932	reactive oxygen species modulator 1
135087917	XP_063838845.1	XP_004932339.2	101735623	LOC101735623	SLIT and NTRK-like protein 4
135087920	XP_063838846.1	XP_037866539.1	101745577	LOC101745577	golgin subfamily A member 2
135087921	XP_063838847.1	NP_001037241.1	692706	RpL35	ribosomal protein L35
135087922	XP_063838848.1	NP_001037622.1	733065	LOC733065	timeless
135087923	XP_063838849.1	XP_004929305.1	101743693	LOC101743693	uncharacterized LOC101743693
135087924	XP_063838850.1	XP_004929307.1	101744091	Ccm3	programmed cell death protein 10 Ccm3
135087926	XP_063838851.1	XP_004929309.2	101744474	Eogt	EGF-domain O-GlcNAc transferase
135087927	XP_063838852.1	XP_004929303.2	101743552	LOC101743552	uncharacterized LOC101743552
135087928	XP_063838853.1	NP_001037452.1	693023	AlaRS	alanine--tRNA ligase, cytoplasmic
135087925	XP_063838854.1	NP_001040112.1	692800	CPR1	cuticular protein RR-1 motif 1
135087929	XP_063838855.1	XP_004929296.2	101742645	LOC101742645	carnitine O-acetyltransferase
135087931	XP_063838858.1	XP_004929289.2	101741495	Kap3	kinesin associated protein 3
135087932	XP_063838861.1	XP_004929302.1	101743412	l(3)77CDf	phosphatidylserine synthase 1 homolog l(3)77CDf
135087933	XP_063838862.1	XP_004929298.1	101742797	LOC101742797	WD repeat-containing protein 55 homolog
135087935	XP_063838864.1	NP_001040226.1	692918	Wdr82	WD repeat domain 82
135087936	XP_063838865.1	XP_004929301.1	101743272	Kua	Plasmanylethanolamine desaturase Kua
135087934	XP_063838867.1	XP_037867055.1	101737125	LOC101737125	adenylate cyclase type 7
135087938	XP_063838869.1	XP_004929294.1	101742404	Rab14	RAS oncogene family member Rab14
135087939	XP_063838870.1	XP_004929291.1	101741774	ND-13A	NADH dehydrogenase (ubiquinone) 13 kDa A subunit
135087940	XP_063838871.1	XP_004927678.1	101737867	LOC101737867	COP9 signalosome complex subunit 9
135087941	XP_063838872.1	XP_037866624.1	101741308	Su(dx)	Suppressor of deltex
135087945	XP_063838874.1	XP_004927682.1	101738345	Dus2	Dihydrouridine synthase 2
135087946	XP_063838875.1	XP_004925851.3	101742154	LOC101742154	uncharacterized LOC101742154
135087947	XP_063838876.1	XP_004933709.1	101740615	LOC101740615	protein crossbronx homolog
135087948	XP_063838877.1	XP_062524205.1	101740986	LOC101740986	UPF0598 protein CG30010
135087950	XP_063838879.1	XP_062533094.1	101735555	l(2)34Fd	lethal (2) 34Fd
135087951	XP_063838880.1	XP_037877805.1	101735695	na	sodium leak channel non-selective protein na
135087952	XP_063838881.1	NP_001037470.1	693034	USP	RXR type hormone receptor
135087953	XP_063838890.1	XP_004929237.1	101746394	Zw	glucose-6-phosphate 1-dehydrogenase Zw
135087954	XP_063838891.1	XP_004929376.2	101742845	LOC101742845	RB1-inducible coiled-coil protein 1
135087956	XP_063838892.1	XP_004929234.1	101745874	LOC101745874	venom dipeptidyl peptidase 4
135087930	XP_063838893.1	XP_004930273.2	101746399	LOC101746399	protein rolling stone
135087958	XP_063838894.1	XP_004929235.1	101746112	LOC101746112	peroxisomal N(1)-acetyl-spermine/spermidine oxidase
135087959	XP_063838895.1	XP_004929232.1	101745726	LOC101745726	cyclin-Y-like protein 1
135087960	XP_063838896.1	XP_012548325.1	101741820	LOC101741820	uncharacterized LOC101741820
135087957	XP_063838897.1	XP_004932353.1	101737461	wdp	Leucine rich repeat protein windpipe
135087962	XP_063838898.1	XP_004929369.3	101741538	LOC101741538	tyrosine-protein kinase transmembrane receptor Ror
135087963	XP_063838900.1	XP_004929230.1	101745434	LOC101745434	venom acid phosphatase Acph-1
135087964	XP_063838902.1	XP_004929231.1	101745576	LOC101745576	prostatic acid phosphatase
135087965	XP_063838903.1	XP_004929227.1	101744997	LOC101744997	NHL repeat-containing protein 2
135087967	XP_063838904.1	XP_037866679.1	101745294	LOC101745294	protein phosphatase 1L
135087968	XP_063838905.1	XP_037866680.1	101745143	LOC101745143	cysteine protease ATG4B
135087969	XP_063838906.1	XP_004929226.1	101744759	LOC101744759	uncharacterized LOC101744759
135087966	XP_063838907.1	XP_004932348.1	101736823	LOC101736823	sequestosome-1
135087970	XP_063838908.1	NP_001040251.1	692946	slf	C-type lectin domain-containing protein slf
135087971	XP_063838909.1	XP_012548393.1	101744619	LOC101744619	zinc finger protein Xfin
135087972	XP_063838912.1	NP_001040406.1	732942	TfIIS	RNA polymerase II elongation factor
135087973	XP_063838913.1	XP_037877743.1	101744473	LOC101744473	MKRN2 opposite strand protein
135087974	XP_063838914.1	NP_001243939.1	100862784	irp2	immune-related protein 2
135087975	XP_063838916.1	XP_037877740.1	101740829	Nipped-A	Transcription-associated protein Nipped-A
135087976	XP_063838917.1	XP_037866559.1	101740689	LOC101740689	plexin-B
135087977	XP_063838918.1	XP_037866560.1	101740552	Hydr2	abhydrolase domain-containing protein 2
135087978	XP_063838919.1	XP_004929361.2	101740295	Asx	Additional sex combs
135087979	XP_063838920.1	XP_062524084.1	101743381	LOC101743381	uncharacterized LOC101743381
135087980	XP_063838922.1	XP_037877780.1	101735630	vari	MAGUK p55 subfamily member vari
135087981	XP_063838925.1	NP_001037382.1	692784	LOC692784	uricase
135087982	XP_063838926.1	XP_004929360.1	101740151	LOC101740151	sodium-coupled monocarboxylate transporter 1
135087983	XP_063838927.1	XP_021205681.1	101744184	LOC101744184	uncharacterized LOC101744184
135087985	XP_063838929.1	XP_004929219.1	101743645	LOC101743645	LIM domain transcription factor LMO4
135087987	XP_063838930.1	NP_001166700.1	100379414	CPR57	cuticular protein RR-1 motif 57
135087988	XP_063838931.1	XP_004929216.2	101743411	LOC101743411	endoplasmic reticulum transmembrane helix translocase
135087989	XP_063838932.1	XP_004929215.2	101743271	Glg1	golgi glycoprotein 1
135087986	XP_063838933.1	XP_004932347.1	101736690	LOC101736690	sodium-coupled monocarboxylate transporter 1
135087990	XP_063838934.1	XP_004929214.1	101743127	LOC101743127	DNA primase large subunit
135087991	XP_063838935.1	NP_001037542.1	693077	LOC693077	L-threonine dehydrogenase
135087992	XP_063838936.1	XP_004929213.2	101742986	Tmem18	transmembrane protein 18
135087993	XP_063838937.1	XP_004929359.3	101739883	LOC101739883	myosin-VIIa
135087994	XP_063838938.1	XP_021205584.2	101742507	LOC101742507	inactive peptidyl-prolyl cis-trans isomerase shutdown
135087995	XP_063838939.1	NP_001040543.1	733131	Rpn8	regulatory particle non-ATPase 8
135087996	XP_063838940.1	NP_001040289.1	692987	LOC692987	prohibitin protein WPH
135087998	XP_063838944.1	XP_004929205.2	101741876	LOC101741876	tetratricopeptide repeat protein 14 homolog
135088002	XP_063838950.1	XP_004929204.1	101741727	Arglu1	Arginine and glutamate rich 1
135088003	XP_063838952.1	XP_004929203.3	101741583	LOC101741583	tubulin glycylase 3A
135088004	XP_063838954.1	XP_037877754.1	101739184	LOC101739184	teneurin-2
135088007	XP_063838956.1	XP_037866541.2	101740895	ninaC	STKc_myosinIII_N_like and MYSc_Myo21 domain-containing protein ninaC
135088008	XP_063838957.1	XP_021203430.1	101741294	LOC101741294	uncharacterized LOC101741294
135088010	XP_063838958.1	XP_037866571.1	101738219	mEFG1	mitochondrial translation elongation factor G 1
135088011	XP_063838959.1	XP_037877756.2	101736598	Lrch	Leucine-rich-repeats and calponin homology domain protein
135088012	XP_063838966.1	XP_037866593.1	101738350	Ndae1	Na[+]-driven anion exchanger 1
135088014	XP_063838967.1	XP_037866542.1	101740753	LOC101740753	longitudinals lacking protein
135088015	XP_063838968.1	NP_001037315.1	692745	wg	Wnt family member 1 wingless
135088016	XP_063838969.1	XP_037866642.1	101741216	Wnt6	Wnt oncogene analog 6
135088018	XP_063838970.1	XP_037866617.1	101741036	Wnt10	Wnt oncogene analog 10
135088022	XP_063838973.1	XP_004929199.2	101740931	Als2	Amyotrophic lateral sclerosis 2
135088024	XP_063838974.1	XP_021205574.2	101740551	mRNA-cap	mRNA-capping-enzyme
135088025	XP_063838975.1	XP_021205578.2	101739928	LOC101739928	beta-lactamase-like protein 2 homolog
135088026	XP_063838976.1	XP_004929188.2	101739506	TfIIB	transcription factor IIB
135088027	XP_063838977.1	XP_037866437.1	101739183	l(2)k09022	HEAT repeat containing 1 homolog l(2)k09022
135088031	XP_063838983.1	NP_001037297.1	692735	ICE	ICE protein
135088034	XP_063838984.1	XP_037866550.1	101738478	rau	RA domain-containing protein rau
135088035	XP_063838985.1	XP_021205692.2	101738489	LOC101738489	protein asteroid
135088036	XP_063838986.1	XP_004929180.1	101738131	LOC101738131	protein saal1
135088037	XP_063838987.1	XP_004929182.1	101738262	LOC101738262	la protein homolog
135088039	XP_063838989.1	XP_004929183.1	101739105	LOC101739105	androgen-dependent TFPI-regulating protein
135088040	XP_063838990.1	XP_037866702.1	101737261	LOC101737261	maestro heat-like repeat-containing protein family member 1
135088038	XP_063838991.1	XP_021207709.1	110386264	LOC110386264	uncharacterized LOC110386264
135088044	XP_063838994.1	XP_004929170.1	101736813	fs(2)ltoPP43	female sterile (2) ltoPP43
135088047	XP_063838995.1	XP_037877838.1	101740863	ab	BTB/POZ-zinc finger protein abrupt
135088048	XP_063838996.1	XP_004929164.2	101735970	LOC101735970	SUN domain-containing ossification factor
135088013	XP_063838998.1	XP_004930057.3	101740465	LOC101740465	protein rolling stone
135088049	XP_063838999.1	XP_012548432.1	101736853	ush	Zinc finger protein ush
135088051	XP_063839002.1	XP_004929343.2	101737404	LOC101737404	pseudouridylate synthase RPUSD2
135088050	XP_063839004.1	XP_004932345.1	101736422	LOC101736422	uncharacterized LOC101736422
135088052	XP_063839007.1	XP_012548461.2	101737308	LOC101737308	endonuclease/exonuclease/phosphatase family domain-containing protein 1
135088053	XP_063839009.1	XP_021205575.2	110385705	ND-51	NADH dehydrogenase (ubiquinone) 51 kDa subunit
135088054	XP_063839010.1	XP_004929190.1	101739790	LOC101739790	tribbles homolog 2
135088055	XP_063839011.1	XP_037877739.1	101736578	Hs2st	Heparan sulfate 2-O-sulfotransferase
135088056	XP_063839012.1	XP_004929198.1	101740688	hzg	CTD small phosphatase herzog
135088058	XP_063839013.1	XP_021205609.1	101739036	Ppt2	palmitoyl-protein thioesterase 2
135088059	XP_063839014.1	NP_001040179.1	692869	LOC692869	calcium and integrin binding protein CIB
135088060	XP_063839015.1	XP_004929163.1	101735838	LOC101735838	eEF1A lysine and N-terminal methyltransferase homolog
135088057	XP_063839016.1	XP_012551180.1	105842467	LOC105842467	uncharacterized LOC105842467
135088061	XP_063839017.1	XP_012548418.1	101737733	sky	GTPase-activating protein skywalker
135088062	XP_063839018.1	XP_004929167.1	101736367	Ak1	Adenylate kinase 1
135088067	XP_063839019.1	XP_004929162.1	101735700	LOC101735700	uncharacterized LOC101735700
135088070	XP_063839022.1	NP_001037482.1	693040	LOC693040	eIF 2a kinase
135088071	XP_063839025.1	XP_062533088.1	101736056	Dyrk2	Dual-specificity tyrosine phosphorylation-regulated kinase 2
135088073	XP_063839027.1	XP_021205623.1	101735802	NFAT	NFAT nuclear factor
135088074	XP_063839028.1	XP_004929158.1	110384699	LOC110384699	rRNA-processing protein UTP23 homolog
135088075	XP_063839030.1	NP_001040367.1	732901	LOC732901	prolactin regulatory binding-element protein
135088076	XP_063839031.1	XP_012548441.2	101735521	ncm	pre-mRNA-splicing factor nucampholin
135088078	XP_063839032.1	NP_001040215.1	692907	LOC692907	stathmin
135088079	XP_063839035.1	NP_001040539.1	733127	LOC733127	chromobox-like protein 5
135088077	XP_063839036.1	XP_037867046.1	105842451	LOC105842451	uncharacterized LOC105842451
135088080	XP_063839037.1	XP_037877672.1	101735930	Zir	dedicator of cytokinesis
135088081	XP_063839038.1	XP_037866665.1	101735658	Ocrl	Oculocerebrorenal syndrome of Lowe
135088082	XP_063839039.1	NP_001037614.1	733058	Rab5	RAS oncogene family member Rab5
135088083	XP_063839041.1	XP_037866564.1	101742717	LOC101742717	reticulocalbin-2
135088084	XP_063839043.1	XP_012548412.1	101747044	fwe	Calcium channel fwe
135088087	XP_063839045.1	NP_001040184.1	692874	LOC692874	dermal papilla derived protein 13
135088089	XP_063839046.1	XP_004929150.1	101745873	LOC101745873	sodium/potassium-transporting ATPase subunit beta-1
135088090	XP_063839048.1	XP_004929151.1	101746012	LOC101746012	sodium/potassium-transporting ATPase subunit beta-2
135088091	XP_063839049.1	XP_037866631.1	101746632	LOC101746632	sodium/potassium-transporting ATPase subunit beta-2
135088092	XP_063839050.1	XP_004929149.1	101745725	LOC101745725	sodium/potassium-transporting ATPase subunit beta-2
135088093	XP_063839051.1	XP_062524378.1	101740724	tweek	transmembrane protein KIAA1109 homolog tweek
135088094	XP_063839052.1	NP_001296551.1	101745623	LOC101745623	maltase A1
135088095	XP_063839053.1	XP_012545541.3	105841586	LOC105841586	cilia- and flagella-associated protein 43
135088096	XP_063839054.1	XP_004929141.1	101744566	dbo	Kelch-like protein diablo
135088098	XP_063839055.1	XP_004929139.1	101744183	LOC101744183	CKLF-like MARVEL transmembrane domain-containing protein 4
135088100	XP_063839056.1	XP_004929125.1	101742458	LOC101742458	nucleolar protein 58
135088097	XP_063839057.1	NP_001106744.1	100134928	LOC100134928	antennal binding protein
135088102	XP_063839059.1	XP_037866527.1	119628448	LOC119628448	maltase A1
135088103	XP_063839060.1	XP_004929335.2	100862767	LOC100862767	uncharacterized LOC100862767
135088104	XP_063839063.1	XP_037866532.1	101745433	LOC101745433	uncharacterized LOC101745433
135088105	XP_063839064.1	XP_021205606.2	110385710	LOC110385710	maltase A3
135088106	XP_063839065.1	XP_037866530.1	101745917	loaf	lost and found
135088108	XP_063839066.1	XP_004929140.1	101744416	LOC101744416	MARVEL domain-containing protein 1
135088114	XP_063839069.1	XP_062533101.1	101740586	LOC101740586	TBC1 domain family member 20
135088117	XP_063839070.1	XP_037866441.1	101739918	LOC101739918	P2R1A-PPP2R2A-interacting phosphatase regulator 1
135088120	XP_063839073.1	XP_037866554.1	101736493	LOC101736493	zinc finger protein 271
135088125	XP_063839077.1	XP_004930873.1	101737740	Patronin	calmodulin-regulated spectrin-associated protein patronin
135088126	XP_063839078.1	NP_001166698.1	100379412	CPR59	cuticular protein RR-2 motif 59
135088128	XP_063839080.1	XP_021206782.2	101739329	LOC101739329	transcription factor Sp3
135088129	XP_063839081.1	XP_004931047.3	101738271	Set2	SET domain containing 2
135088132	XP_063839083.1	XP_004930886.2	101739471	LOC101739471	venom serine carboxypeptidase
135088130	XP_063839085.1	NP_001104808.1	692500	Lpr	lipophorin receptor
135088134	XP_063839086.1	XP_037866661.1	101740021	LOC101740021	multiple epidermal growth factor-like domains protein 6
135088135	XP_063839087.1	XP_037866586.1	101739229	LOC101739229	centromere protein I
135088136	XP_063839088.1	XP_004930894.1	101740515	LOC101740515	uncharacterized LOC101740515
135088139	XP_063839091.1	XP_012550069.3	101739652	LOC101739652	TATA box-binding protein-like 1
135088140	XP_063839092.1	XP_062524324.1	101739795	LOC101739795	cytosolic carboxypeptidase 6
135088141	XP_063839094.1	XP_004930914.1	101743418	Axud1	AXIN1 up-regulated 1
135088144	XP_063839097.1	XP_021206847.1	110386038	LOC110386038	uncharacterized LOC110386038
135088145	XP_063839098.1	XP_012550059.3	101744718	LOC101744718	SET domain-containing protein SmydA-8
135088148	XP_063839102.1	XP_037877851.1	101740884	dysc	whirlin protein dyschronic
135088115	XP_063839103.1	XP_037866873.2	101744592	LOC101744592	zinc finger protein 76
135088149	XP_063839104.1	XP_021206889.1	101741450	Pcif1	Phosphorylated CTD-interacting factor 1
135088150	XP_063839105.1	XP_004930955.1	101737224	Cwc25	CWC25 spliceosome associated protein homolog
135088151	XP_063839106.1	XP_037866644.1	101742029	LOC101742029	E3 ubiquitin-protein ligase lubel
135088152	XP_063839108.1	XP_037866498.1	101742171	LOC101742171	hydrocephalus-inducing protein
135088153	XP_063839109.1	XP_004930966.1	101738629	LOC101738629	T-box transcription factor TBX20
135088156	XP_063839112.1	XP_004931092.1	101744906	Lim3	Lim3 homeobox protein
135088157	XP_063839114.1	XP_004927019.1	101742257	LOC101742257	neural retina-specific leucine zipper protein
135088158	XP_063839115.1	XP_062524209.1	101743977	Megf8	multiple EGF like domains 8
135088160	XP_063839117.1	XP_004929248.1	101736055	LOC101736055	alpha-tocopherol transfer protein-like
135088162	XP_063839119.1	XP_004929380.3	101743413	LOC101743413	uncharacterized LOC101743413
135088163	XP_063839121.1	XP_037866543.1	101744134	ath	ATP-dependent RNA helicase DHX33
135088164	XP_063839122.1	XP_004929282.3	101740509	ida	anaphase promoting complex subunit 5 ida
135088165	XP_063839123.1	XP_021208702.2	110386573	LOC110386573	uncharacterized protein K02A2.6
135088167	XP_063839126.1	XP_037874870.1	119630239	LOC119630239	uncharacterized LOC119630239
135088168	XP_063839127.1	XP_004927679.1	101737999	Dp	transcription factor Dp
135088169	XP_063839128.1	XP_004927519.1	101735329	LOC101735329	katanin p80 WD40 repeat-containing subunit B1
135088172	XP_063839130.1	XP_037877807.1	101735833	Oseg4	intraflagellar transport protein Oseg4
135088173	XP_063839131.1	XP_004929238.1	101746531	LOC101746531	uncharacterized protein C05D11.1
135088170	XP_063839132.1	XP_004932338.1	101735398	LOC101735398	queuine tRNA-ribosyltransferase accessory subunit 2
135088174	XP_063839133.1	XP_004929375.2	101742696	LOC101742696	transcription factor glial cells missing 2
135088175	XP_063839134.1	XP_037866452.1	101742112	LOC101742112	inactive dipeptidyl peptidase 10
135088177	XP_063839136.1	XP_037866493.1	101741971	312	ribosomal silencing factor RsfS-like protein, 312
135088178	XP_063839137.1	XP_037866681.1	101741258	Ziz	dedicator of cytokinesis protein Ziz
135088179	XP_063839138.1	XP_062524089.1	101740975	LOC101740975	protein eyes shut
135088180	XP_063839139.1	XP_004929223.1	101744329	mtgo	miles to go
135088181	XP_063839141.1	XP_004929212.4	101742844	LOC101742844	protein artichoke
135088182	XP_063839142.1	XP_037877752.1	101739321	LOC101739321	serine/threonine-protein kinase 26
135088183	XP_063839143.1	XP_037866630.1	101741891	LOC101741891	uncharacterized LOC101741891
135088184	XP_063839144.1	XP_037866474.1	110385712	LOC110385712	uncharacterized LOC110385712
135088188	XP_063839149.1	XP_037866533.1	101736723	MED15	mediator complex subunit 15
135088189	XP_063839150.1	XP_037866603.1	101736579	LOC101736579	E3 ubiquitin-protein ligase TRIM45
135088191	XP_063839151.1	XP_004929160.1	101735476	LOC101735476	BTB/POZ domain-containing protein 9
135088192	XP_063839152.1	XP_037866561.1	105842639	LOC105842639	enhancer of mRNA-decapping protein 4
135088193	XP_063839153.1	XP_037866621.1	110385709	Ge-1	Enhancer of mRNA-decapping protein 4 homolog Ge-1
135088190	XP_063839154.1	XP_004932337.1	101747092	LOC101747092	facilitated trehalose transporter Tret1
135088194	XP_063839155.1	XP_062533121.1	101746914	LOC101746914	uncharacterized LOC101746914
135088195	XP_063839156.1	XP_021205677.2	101746773	LOC101746773	uncharacterized LOC101746773
135088197	XP_063839158.1	XP_012548339.1	101745344	LOC101745344	thioredoxin domain-containing protein 3 homolog
135088201	XP_063839163.1	XP_004929130.2	101743082	LOC101743082	dynein intermediate chain 3, ciliary
135088202	XP_063839164.1	XP_012548509.1	105842097	Fbw5	F-box and WD repeat domain containing 5
135088207	XP_063839166.1	XP_004932336.1	101746960	LOC101746960	myrosinase 1
135088217	XP_063839170.1	NP_001274768.1	101736948	SoxB3	sex-determining region Y protein-like
135088218	XP_063839171.1	XP_004930870.1	101737080	LOC101737080	SOX domain-containing protein dichaete
135088219	XP_063839172.1	XP_062533083.1	134201854	LOC134201854	uncharacterized LOC134201854
135088220	XP_063839175.1	XP_004932335.1	101746819	LOC101746819	facilitated trehalose transporter Tret1
135088226	XP_063839176.1	XP_037877784.1	101735901	LOC101735901	tubulin polyglutamylase complex subunit 2
135088229	XP_063839178.1	XP_012549946.4	101738762	LOC101738762	maltase 2
135088230	XP_063839179.1	XP_062529147.1	134200371	LOC134200371	uncharacterized LOC134200371
135088233	XP_063839181.1	XP_012545152.2	101740349	LOC101740349	transmembrane protease serine 11D
135088234	XP_063839182.1	XP_037866501.1	110386035	LOC110386035	chymotrypsin
135088231	XP_063839183.1	XP_012551182.2	101736732	LOC101736732	metallo-beta-lactamase domain-containing protein 1
135088235	XP_063839184.1	NP_001040214.1	692906	Spase25	Signal peptidase complex subunit Spase25
135088236	XP_063839185.1	XP_004931048.3	101738408	LOC101738408	outer dynein arm-docking complex subunit 4
135088237	XP_063839187.1	XP_012549913.1	105842306	LOC105842306	uncharacterized LOC105842306
135088239	XP_063839188.1	XP_012549977.1	101741172	LOC101741172	asparagine synthetase domain-containing protein CG17486
135088240	XP_063839190.1	XP_004930913.2	101743277	LOC101743277	class E basic helix-loop-helix protein 22
135088203	XP_063839191.1	XP_004930051.1	101739792	Topors	Topoisomerase I-interacting protein
135088242	XP_063839192.1	XP_004930912.1	101743134	LOC101743134	ras-related and estrogen-regulated growth inhibitor-like protein
135088241	XP_063839195.1	XP_062524588.1	101746680	Nhe3	Na[+]/H[+] hydrogen exchanger 3
135088249	XP_063839198.1	XP_062524316.1	101744284	LOC101744284	chymotrypsin-1
135088251	XP_063839199.1	XP_021206870.1	101744575	LOC101744575	visual pigment-like receptor peropsin
135088255	XP_063839201.1	XP_004930928.1	101745394	LOC101745394	uncharacterized LOC101745394
135088256	XP_063839202.1	XP_037866704.1	101741569	LOC101741569	nephrin
135088253	XP_063839203.1	XP_004932332.1	101746449	LOC101746449	aspartyl/asparaginyl beta-hydroxylase
135088257	XP_063839204.1	XP_004930937.1	101746637	LOC101746637	uncharacterized LOC101746637
135088259	XP_063839205.1	XP_004923021.1	101745600	Rnmt	RNA guanine-7 methyltransferase
135088260	XP_063839206.1	XP_004930943.1	101735664	LOC101735664	protein O-glucosyltransferase 2
135088261	XP_063839207.1	XP_004930946.1	101736105	LOC101736105	protein SSXT
135088262	XP_063839208.1	NP_001091757.1	778458	SmB	small ribonucleoprotein particle protein SmB
135088264	XP_063839209.1	NP_001037544.1	693078	LOC693078	transmembrane BAX inhibitor motif-containing protein 5
135088266	XP_063839211.1	XP_004930959.1	101737741	TfIIFbeta	transcription factor TFIIFbeta
135088267	XP_063839212.1	XP_004930960.1	101737877	LOC101737877	tetraspanin-7
135088268	XP_063839213.1	XP_037866649.1	105842308	LOC105842308	transmembrane protein 231
135088269	XP_063839215.1	XP_037866655.1	101742605	LOC101742605	mitochondrial import inner membrane translocase subunit Tim21
135088270	XP_063839216.1	XP_004930963.1	101738270	tilB	touch insensitive larva B
135088272	XP_063839217.1	XP_004930967.1	101738862	LOC101738862	T-box transcription factor TBX20
