Gene ID	Protein accession	drosophila_melanogaster	NCBI GeneID	Symbol	Description
135080946	XP_063831737.1				
135081125	XP_063831937.1				
135081126	XP_063831938.1				
135081128	XP_063831939.1	NP_649220.1	40255.0	zye	zye
135081134	XP_063831945.1	NP_610588.2	36105.0	Cyp49a1	Cytochrome P450 49a1
135081136	XP_063831948.1	NP_610796.1	36378.0	Cyp301a1	Cytochrome P450 301a1
135081135	XP_063831947.1	NP_648319.1	39097.0	CG3552	uncharacterized protein
135080947	XP_063831739.1	NP_608903.1	33735.0	CG14036	uncharacterized protein
135081131	XP_063831941.1				
135081285	XP_063832092.1	NP_001097595.1	5740417.0	CG34242	uncharacterized protein
135081129	XP_063831940.1				
135081286	XP_063832093.1				
135081288	XP_063832094.1				
135081133	XP_063831943.1				
135081132	XP_063831942.1	NP_609354.1	34355.0	CG5731	uncharacterized protein
135080948	XP_063831740.1	NP_651453.3	43148.0	fid	fire dancer
135081290	XP_063832095.1	NP_511059.2	31565.0	Top3beta	Topoisomerase 3beta
135081137	XP_063831949.1	NP_730291.1	326197.0	Ndfip	Nedd4 family interacting protein
135081138	XP_063831950.1	NP_523724.2	36428.0	Mdr49	Multi drug resistance 49
135081139	XP_063831951.1	NP_572181.4	31406.0	Pdha	Pyruvate dehydrogenase E1 alpha subunit
135081141	XP_063831952.1	NP_001097074.1	33561.0	CG12795	uncharacterized protein
135081142	XP_063831953.1				
135081143	XP_063831954.1	NP_647643.1	38207.0	CG7974	uncharacterized protein
135081149	XP_063831956.1				
135080949	XP_063831741.1				
135080950	XP_063831742.1				
135081292	XP_063832096.1				
135081163	XP_063831968.1	NP_476945.1	35197.0	brat	brain tumor
135081154	XP_063831957.1				
135080952	XP_063831743.1				
135081166	XP_063831975.1				
135081296	XP_063832097.1				
135080953	XP_063831744.1				
135081155	XP_063831958.1				
135081157	XP_063831961.1				
135081158	XP_063831962.1				
135080954	XP_063831745.1				
135080955	XP_063831747.1				
135080956	XP_063831748.1	NP_650104.2	41409.0	CG6834	uncharacterized protein
135081165	XP_063831974.1				
135081159	XP_063831963.1				
135081160	XP_063831964.1				
135081161	XP_063831965.1				
135081164	XP_063831973.1	NP_610536.1	36031.0	Etf-QO	Electron transfer flavoprotein-ubiquinone oxidoreductase
135081167	XP_063831977.1	NP_572288.1	31536.0	MCTS1	Malignant T cell amplified sequence 1
135081162	XP_063831966.1	NP_651061.1	42656.0	AdipoR	Adiponectin receptor
135081297	XP_063832099.1	NP_569954.1	31146.0	CG14805	uncharacterized protein
135080957	XP_063831749.1	NP_573221.2	32732.0	Ankle2	Ankle2
135080958	XP_063831750.1				
135081170	XP_063831980.1	NP_650987.1	42572.0	lsn	larsen
135081168	XP_063831978.1				
135081169	XP_063831979.1	NP_733048.1	326120.0	HDAC11	Histone deacetylase 11
135081299	XP_063832101.1	NP_648515.1	39339.0	CG7264	uncharacterized protein
135081298	XP_063832100.1				
135081341	XP_063832130.1				
135081171	XP_063831981.1	NP_733418.1	43688.0	mesh	mesh
135080959	XP_063831751.1				
135080960	XP_063831753.1				
135081183	XP_063831997.1	NP_608792.1	33579.0	IFT57	Intraflagellar transport 57
135081181	XP_063831995.1	NP_610514.1	36002.0	sqa	spaghetti-squash activator
135081185	XP_063832000.1	NP_611685.1	37580.0	RpS16	Ribosomal protein S16
135081180	XP_063831993.1	NP_477024.1	37355.0	insc	inscuteable
135081184	XP_063831999.1	NP_647846.2	38470.0	CG14985	uncharacterized protein
135081175	XP_063831985.1	NP_650207.1	41542.0	Polr3C	RNA polymerase III subunit C
135080961	XP_063831754.1	NP_573083.2	32541.0	UBL3	Ubiquitin like 3
135081176	XP_063831986.1	NP_648206.1	38937.0	Cpsf6	Cleavage and polyadenylation specific factor 6
135080962	XP_063831755.1				
135080963	XP_063831756.1				
135081182	XP_063831996.1	NP_731045.1	40749.0	CG31559	uncharacterized protein
135081179	XP_063831992.1	NP_524603.2	43682.0	Gycbeta100B	Guanylyl cyclase beta-subunit at 100B
135081178	XP_063831991.1	NP_733416.2	43683.0	stops	slow termination of phototransduction
135080964	XP_063831757.1				
135081186	XP_063832001.1	NP_477088.2	43493.0	Gycalpha99B	Guanylyl cyclase alpha-subunit at 99B
135081301	XP_063832102.1				
135081342	XP_063832131.1	NP_610216.1	35560.0	Bap170	Brahma associated protein 170kD
135081343	XP_063832132.1				
135081344	XP_063832133.1				
135081346	XP_063832134.1	NP_572503.1	31811.0	l(1)G0020	lethal (1) G0020
135081347	XP_063832135.1	NP_523464.1	33496.0	lilli	lilliputian
135081348	XP_063832136.1				
135081193	XP_063832006.1				
135080965	XP_063831758.1				
135081303	XP_063832103.1	NP_647791.2	38397.0	RpL28	Ribosomal protein L28
135081190	XP_063832002.1	NP_611549.2	37400.0	ktub	king tubby
135081191	XP_063832003.1	NP_524932.2	48844.0	CG5504	uncharacterized protein
135081195	XP_063832010.1				
135081197	XP_063832014.1				
135081304	XP_063832104.1				
135081305	XP_063832105.1				
135081196	XP_063832011.1				
135081349	XP_063832138.1	NP_649027.1	40000.0	CG13698	uncharacterized protein
135081308	XP_063832107.1				
135080967	XP_063831759.1				
135081310	XP_063832108.1	NP_611068.3	36754.0	CG8366	uncharacterized protein
135081312	XP_063832109.1				
135080968	XP_063831760.1	NP_523776.1	36990.0	POSH	Plenty of SH3s
135081200	XP_063832017.1	NP_001137693.2	37016.0	CG4975	uncharacterized protein
135081201	XP_063832018.1	NP_610848.1	36459.0	CG4646	uncharacterized protein
135081202	XP_063832019.1				
135081316	XP_063832110.1				
135081317	XP_063832111.1				
135080969	XP_063831762.1				
135080970	XP_063831763.1	NP_647832.1	38446.0	PIG-B	Phosphatidylinositol glycan anchor biosynthesis class B
135080971	XP_063831764.1	NP_608811.2	33610.0	Cep97	Centrosomal protein 97kDa
135080972	XP_063831765.1	NP_648338.1	39121.0	Cyp40	Cyclophilin 40
135081203	XP_063832020.1	NP_649906.1	41150.0	AP-1mu	Adaptor Protein complex 1, mu subunit
135081205	XP_063832021.1				
135081206	XP_063832022.1	NP_476821.1	34792.0	PolG1	DNA polymerase gamma subunit 1
135081207	XP_063832023.1	NP_722949.1	319046.0	CG31957	uncharacterized protein
135080973	XP_063831766.1				
135081209	XP_063832027.1	NP_609094.1	33988.0	Rab30	Rab30
135080974	XP_063831767.1	NP_572352.1	31620.0	pod1	pod1 coronin
135081208	XP_063832025.1				
135080975	XP_063831768.1				
135081227	XP_063832047.1				
135081228	XP_063832048.1				
135081320	XP_063832113.1	NP_651880.1	43729.0	kek6	kekkon 6
135080995	XP_063831789.1				
135081221	XP_063832037.1				
135080977	XP_063831771.1				
135080978	XP_063831773.1				
135081323	XP_063832114.1				
135080979	XP_063831774.1	NP_476893.1	43439.0	yem	yemanuclein
135080980	XP_063831775.1				
135081324	XP_063832115.1	NP_569847.1	31001.0	CG4293	uncharacterized protein
135081230	XP_063832049.1	NP_649173.1	40193.0	Lamtor1	Late endosomal/lysosomal adaptor, MAPK and MTOR activator 1
135081213	XP_063832028.1				
135080981	XP_063831776.1	NP_608727.1	33490.0	CG8813	uncharacterized protein
135080982	XP_063831777.1	NP_651914.3	43781.0	RhoGAP102A	Rho GTPase activating protein at 102A
135080983	XP_063831778.1				
135081224	XP_063832042.1	NP_609336.3	192507.0	Ndf	Nucleosome-destabilizing factor
135081214	XP_063832029.1	NP_609610.2	34713.0	CG16974	uncharacterized protein
135081215	XP_063832032.1				
135080985	XP_063831779.1				
135081216	XP_063832033.1	NP_572841.1	32244.0	CG4645	uncharacterized protein
135080986	XP_063831780.1	NP_610999.4	36658.0	Pcf11	Pcf11 cleavage and polyadenylation factor subunit
135081327	XP_063832116.1	NP_611176.1	36909.0	AsnRS-m	Asparaginyl-tRNA synthetase, mitochondrial
135081217	XP_063832034.1	NP_523490.1	33859.0	Kr-h2	Kruppel homolog 2
135081329	XP_063832117.1	NP_476632.1	42761.0	RpS3	Ribosomal protein S3
135080987	XP_063831781.1				
135080988	XP_063831783.1				
135080989	XP_063831784.1	NP_726978.2	44531.0	rg	rugose
135081223	XP_063832041.1				
135081331	XP_063832118.1	NP_651971.2	44127.0	mab-21	mab-21
135081226	XP_063832046.1				
135081219	XP_063832036.1				
135081359	XP_063832149.1				
135081225	XP_063832045.1	NP_524417.1	42438.0	Septin2	Septin 2
135081231	XP_063832050.1				
135081222	XP_063832039.1	NP_477481.1	64874.0	eIF2D	eukaryotic translation initiation factor 2D
135080990	XP_063831785.1	NP_524029.2	39332.0	Klp68D	Kinesin-like protein at 68D
135081234	XP_063832053.1	NP_649249.2	40290.0	CG4074	uncharacterized protein
135081233	XP_063832052.1	NP_649973.1	41230.0	ohgt	ohgata
135080991	XP_063831786.1	NP_611073.2	36761.0	Tmem131	Transmembrane protein 131
135080940	XP_063831730.1	NP_608830.3	33645.0	Dim1	Dim1
135080992	XP_063831787.1	NP_476702.1	34819.0	rk	rickets
135081218	XP_063832035.1				
135081833	XP_063832682.1	NP_650653.1	42137.0	CG43102	uncharacterized protein
135081703	XP_063832562.1				
135081832	XP_063832681.1				
135081861	XP_063832714.1				
135081834	XP_063832683.1	NP_731907.1	41749.0	cv-c	crossveinless c
135081878	XP_063832733.1	NP_651176.1	42801.0	CG10365	uncharacterized protein
135081454	XP_063832220.1	NP_524394.2	42160.0	htl	heartless
135081835	XP_063832684.1	NP_524054.1	39485.0	Syx13	Syntaxin 13
135081836	XP_063832685.1	NP_610957.1	36598.0	Tfb1	Transcription factor B1
135081837	XP_063832686.1	NP_651923.2	43793.0	Taf3	TBP-associated factor 3
135081908	XP_063832760.1	NP_730248.2	39922.0	Afg3l2	AFG3 like matrix AAA peptidase subunit 2
135081705	XP_063832563.1				
135081838	XP_063832688.1				
135081839	XP_063832689.1				
135081706	XP_063832564.1				
135081920	XP_063832773.1				
135081707	XP_063832565.1	NP_001015402.3	3355108.0	CG41128	uncharacterized protein
135081708	XP_063832566.1				
135081450	XP_063832214.1				
135081433	XP_063832184.1				
135081449	XP_063832211.1				
135081445	XP_063832206.1	NP_570065.2	31321.0	Gas8	Growth arrest specific protein 8
135081434	XP_063832185.1	NP_523920.1	38504.0	tipE	temperature-induced paralytic E
135081436	XP_063832188.1	NP_652335.1	50170.0	Teh3	tipE homolog 3
135081438	XP_063832191.1				
135081813	XP_063832663.1				
135081439	XP_063832193.1	NP_476748.1	41988.0	ss	spineless
135081840	XP_063832690.1				
135081841	XP_063832691.1				
135081448	XP_063832209.1	NP_001097348.1	5740101.0	CG34459	uncharacterized protein
135081440	XP_063832195.1	NP_649775.2	40970.0	mtg	mind the gap
135081842	XP_063832692.1	NP_647861.2	38491.0	ens	ensconsin
135081843	XP_063832693.1				
135081447	XP_063832208.1	NP_650141.2	41456.0	Tk	Tachykinin
135081452	XP_063832216.1	NP_001034012.2	3885643.0	CG34039	uncharacterized protein
135081446	XP_063832207.1				
135081844	XP_063832694.1	NP_611305.1	37083.0	nopo	no poles
135081845	XP_063832696.1	NP_651249.2	42904.0	CG6454	uncharacterized protein
135081453	XP_063832219.1	NP_536772.1	44324.0	Ms	Myosuppressin
135081846	XP_063832697.1				
135081847	XP_063832698.1				
135081848	XP_063832699.1	NP_524426.2	42491.0	Cortactin	cortactin
135081444	XP_063832205.1	NP_651247.1	42901.0	CG6432	uncharacterized protein
135081456	XP_063832222.1	NP_524180.1	40233.0	alphaSnap	alpha Soluble NSF attachment protein
135081455	XP_063832221.1	NP_524252.2	40863.0	lap	like-AP180
135081443	XP_063832203.1				
135081451	XP_063832215.1	NP_732424.1	42325.0	CG31221	uncharacterized protein
135081710	XP_063832567.1	NP_650704.1	42195.0	CG14312	uncharacterized protein
135081712	XP_063832568.1				
135081442	XP_063832197.1	NP_649488.2	40583.0	smash	smallish
135081713	XP_063832569.1	NP_731193.1	40931.0	wtrw	water witch
135081849	XP_063832700.1	NP_650795.2	42310.0	unc79	uncoordinated 79
135081850	XP_063832701.1				
135081851	XP_063832703.1				
135081852	XP_063832704.1				
135081853	XP_063832705.1				
135081458	XP_063832223.1	NP_001097699.2	40868.0	thw	thawb
135081459	XP_063832225.1	NP_572502.1	31810.0	CG1785	uncharacterized protein
135081460	XP_063832228.1	NP_649785.1	40984.0	CG11693	uncharacterized protein
135081461	XP_063832230.1	NP_651435.1	43125.0	CG5886	uncharacterized protein
135081467	XP_063832239.1	NP_649691.1	40844.0	CG1943	uncharacterized protein
135081714	XP_063832570.1				
135081462	XP_063832231.1	NP_649585.1	40714.0	jagn	jagunal
135081715	XP_063832572.1	NP_650938.2	42495.0	HHEX	Hematopoietically expressed homeobox
135081463	XP_063832232.1	NP_650357.2	41747.0	NK7.1	NK7.1
135081466	XP_063832237.1	NP_652614.1	53446.0	HGTX	HGTX
135081465	XP_063832236.1				
135081468	XP_063832243.1	NP_649812.2	41027.0	CG8036	uncharacterized protein
135081464	XP_063832234.1	NP_648662.1	39525.0	CG10710	uncharacterized protein
135081716	XP_063832574.1				
135081470	XP_063832245.1	NP_524389.1	42115.0	sll	slalom
135081814	XP_063832664.1				
135081476	XP_063832254.1	NP_648999.2	39966.0	CG7497	uncharacterized protein
135081471	XP_063832246.1	NP_650058.1	41353.0	Arfip	Arfaptin
135081717	XP_063832575.1	NP_650057.1	41352.0	Dph3	Diphthamide biosynthesis 3
135081718	XP_063832576.1				
135081474	XP_063832249.1	NP_524332.2	41569.0	Past1	Putative Achaete Scute Target 1
135081719	XP_063832577.1	NP_609842.1	35052.0	Sgt	small glutamine-rich tetratricopeptide containing protein
135081473	XP_063832248.1	NP_608338.1	32969.0	Arp10	Actin-related protein 10
135081472	XP_063832247.1	NP_727380.1	31933.0	CG32694	uncharacterized protein
135081475	XP_063832252.1	NP_572593.2	31929.0	CG43386	uncharacterized protein
135081477	XP_063832255.1				
135081720	XP_063832578.1				
135081721	XP_063832579.1				
135081722	XP_063832580.1				
135081482	XP_063832260.1				
135081723	XP_063832581.1				
135081484	XP_063832266.1				
135081480	XP_063832259.1				
135081815	XP_063832665.1				
135081483	XP_063832265.1	NP_651818.1	43642.0	Spn100A	Serpin 100A
135081488	XP_063832272.1				
135081854	XP_063832706.1	NP_652024.1	45815.0	Spn27A	Serpin 27A
135081855	XP_063832707.1	NP_651250.2	42905.0	Golgin84	Golgin-84
135081485	XP_063832267.1				
135081478	XP_063832256.1	NP_650933.2	42484.0	Rlip	Ral interacting protein
135081479	XP_063832258.1	NP_572818.1	32216.0	CG2540	uncharacterized protein
135081486	XP_063832270.1	NP_608335.1	32966.0	Rcd-1	Required for cell differentiation 1
135081856	XP_063832708.1	NP_649761.2	40950.0	CG2747	uncharacterized protein
135081487	XP_063832271.1				
135081489	XP_063832274.1	NP_651461.1	43170.0	Trmt61	tRNA methyltransferase 61
135081490	XP_063832275.1				
135081491	XP_063832276.1	NP_648185.1	38914.0	MED24	Mediator complex subunit 24
135081520	XP_063832317.1	NP_733137.3	43174.0	dysf	dysfusion
135081724	XP_063832582.1				
135081701	XP_063832559.1				
135081725	XP_063832583.1				
135081857	XP_063832709.1				
135081700	XP_063832558.1				
135081797	XP_063832654.1				
135081910	XP_063832762.1				
135081727	XP_063832585.1				
135081726	XP_063832584.1	NP_648275.1	39030.0	CG13314	uncharacterized protein
135081858	XP_063832711.1				
135081492	XP_063832277.1	NP_477058.1	38196.0	nSyb	neuronal Synaptobrevin
135081499	XP_063832284.1	NP_650472.2	41891.0	obe	obelus
135081494	XP_063832279.1	NP_647772.1	38374.0	Alg2	ALG2, alpha-1,3/1,6-mannosyltransferase
135081498	XP_063832282.1	NP_650101.1	41403.0	CG14715	uncharacterized protein
135081493	XP_063832278.1				
135081497	XP_063832281.1	NP_524320.1	41406.0	Taf12	TBP-associated factor 12
135081496	XP_063832280.1				
135081500	XP_063832285.1	NP_651552.1	43289.0	CG5934	uncharacterized protein
135081859	XP_063832712.1	NP_524284.1	41028.0	mRpL19	mitochondrial ribosomal protein L19
135081860	XP_063832713.1				
135081862	XP_063832715.1				
135081863	XP_063832716.1	NP_523873.2	38067.0	klar	klarsicht
135081513	XP_063832298.1	NP_788665.1	41670.0	B52	B52
135081519	XP_063832316.1	NP_477264.1	42313.0	Delta	delta
135081514	XP_063832305.1				
135081864	XP_063832717.1	NP_732413.1	42314.0	Ino80	INO80 complex subunit
135081865	XP_063832720.1	NP_524886.2	47249.0	woc	without children
135081866	XP_063832721.1	NP_652055.2	47729.0	TTLL4A	Tubulin tyrosine ligase-like 4A
135081501	XP_063832286.1				
135081512	XP_063832294.1	NP_523872.2	38065.0	trh	trachealess
135081518	XP_063832314.1	NP_650655.1	42139.0	pasi1	pasiflora 1
135081867	XP_063832722.1	NP_733138.1	43177.0	Cipc	Clock interacting protein circadian
135081517	XP_063832313.1	NP_650072.2	41371.0	Dtd	D-aminoacyl-tRNA deacylase
135081515	XP_063832307.1	NP_731595.1	41392.0	Jupiter	jupiter
135081732	XP_063832586.1				
135081816	XP_063832666.1	NP_650656.1	42140.0	CG7379	uncharacterized protein
135081733	XP_063832587.1	NP_651411.1	43096.0	RASSF8	Ras association domain family member 8
135081762	XP_063832623.1				
135081505	XP_063832288.1	NP_476769.1	41737.0	trx	trithorax
135081734	XP_063832589.1	NP_609479.1	34529.0	dUTPase	Deoxyuridine triphosphatase
135081509	XP_063832290.1	NP_001034073.1	43333.0	CG12877	uncharacterized protein
135081511	XP_063832293.1	NP_524230.2	40610.0	Ubc6	Ubiquitin conjugating enzyme 6
135081510	XP_063832292.1	NP_650692.2	42181.0	CG7183	uncharacterized protein
135081818	XP_063832667.1				
135081737	XP_063832590.1				
135081738	XP_063832593.1	NP_650685.1	42174.0	CG12321	uncharacterized protein
135081524	XP_063832318.1	NP_648753.1	39652.0	Pex3	Peroxin 3
135081525	XP_063832320.1	NP_648754.2	39653.0	FucTA	alpha1,3-fucosyltransferase A
135081868	XP_063832723.1	NP_649550.1	40671.0	CG14671	uncharacterized protein
135081869	XP_063832724.1	NP_733041.2	42958.0	Saf-B	Scaffold attachment factor B
135081527	XP_063832321.1				
135081528	XP_063832322.1	NP_649862.1	41083.0	CG11986	uncharacterized protein
135081740	XP_063832594.1	NP_649860.1	41081.0	CG11983	uncharacterized protein
135081530	XP_063832325.1	NP_649898.1	41137.0	CG8149	uncharacterized protein
135081529	XP_063832323.1	NP_611943.1	37934.0	Samtor	S-adenosylmethionine sensor upstream of TORC1
135081532	XP_063832326.1	NP_649861.3	41082.0	Kcmf1	Potassium channel modulatory factor 1
135081533	XP_063832327.1	NP_649587.1	40716.0	Hat1	Histone acetyltransferase 1
135081548	XP_063832359.1	NP_523951.1	38779.0	msl-3	male-specific lethal 3
135081553	XP_063832366.1	NP_649678.1	40820.0	Ccp84Af	Ccp84Af
135081870	XP_063832725.1				
135081559	XP_063832371.1				
135081872	XP_063832726.1				
135081552	XP_063832365.1				
135081554	XP_063832367.1				
135081555	XP_063832368.1				
135081560	XP_063832373.1				
135081557	XP_063832369.1				
135081534	XP_063832328.1				
135081535	XP_063832329.1	NP_651553.2	43290.0	CG5938	uncharacterized protein
135081536	XP_063832331.1	NP_652051.1	47260.0	l(3)05822	lethal (3) 05822
135081741	XP_063832595.1	NP_001034034.1	40252.0	CG33969	uncharacterized protein
135081873	XP_063832727.1				
135081551	XP_063832364.1				
135081819	XP_063832668.1	NP_650112.1	41420.0	CG6923	uncharacterized protein
135081537	XP_063832334.1	NP_649749.2	40936.0	Rfk	Riboflavin kinase
135081539	XP_063832337.1	NP_651359.1	43039.0	RpS27	Ribosomal protein S27
135081538	XP_063832336.1	NP_524910.1	48312.0	Polr2F	RNA polymerase II, I and III subunit F
135081540	XP_063832339.1				
135081561	XP_063832374.1	NP_001138048.1	7354380.0	CG42375	uncharacterized protein
135081558	XP_063832370.1	NP_650316.1	41689.0	CG9288	uncharacterized protein
135081549	XP_063832360.1	NP_609441.1	34474.0	CG6415	uncharacterized protein
135081545	XP_063832354.1	NP_649557.2	40682.0	asl	asterless
135081550	XP_063832362.1	NP_477228.1	33653.0	Gs1l	GS1-like
135081743	XP_063832598.1				
135081742	XP_063832596.1				
135081541	XP_063832343.1	NP_648709.2	39592.0	shd	shade
135081543	XP_063832346.1	NP_511106.1	31960.0	Gip	GIP-like
135081542	XP_063832345.1	NP_477336.1	34504.0	aurB	aurora B
135081544	XP_063832348.1	NP_650310.2	5740131.0	kmr	kramer
135081546	XP_063832356.1	NP_650314.1	41687.0	Cht5	Chitinase 5
135081874	XP_063832729.1				
135081571	XP_063832384.1	NP_524548.1	43484.0	Dop1R2	Dopamine 1-like receptor 2
135081744	XP_063832599.1				
135081745	XP_063832600.1				
135081746	XP_063832601.1				
135081747	XP_063832602.1				
135081748	XP_063832603.1	NP_001137883.1	38453.0	Gr63a	Gustatory receptor 63a
135081562	XP_063832375.1	NP_477006.1	38232.0	Cdc37	Cell division cycle 37
135081564	XP_063832377.1	NP_524239.2	40683.0	Rga	Regena
135081563	XP_063832376.1				
135081565	XP_063832378.1	NP_524237.1	40679.0	Vha26	Vacuolar H[+]-ATPase 26kD subunit
135081566	XP_063832379.1	NP_730940.1	40665.0	Nmdar1	NMDA receptor 1
135081749	XP_063832604.1				
135081568	XP_063832380.1	NP_650134.1	41448.0	GC1	Glutamate Carrier 1
135081569	XP_063832381.1				
135081875	XP_063832730.1	NP_524373.1	41942.0	mor	moira
135081580	XP_063832394.1				
135081876	XP_063832731.1	NP_649542.1	40659.0	Hcs	Holocarboxylase synthetase
135081751	XP_063832605.1				
135081572	XP_063832385.1	NP_610677.1	45881.0	ix	intersex
135081574	XP_063832386.1	NP_476603.1	42492.0	AnxB9	Annexin B9
135081577	XP_063832390.1	NP_648272.1	39027.0	pix	pixie
135081753	XP_063832606.1	NP_650460.1	41877.0	CG6136	uncharacterized protein
135081754	XP_063832609.1				
135081877	XP_063832732.1				
135081879	XP_063832734.1				
135081755	XP_063832610.1	NP_649032.1	40007.0	CG7330	uncharacterized protein
135081579	XP_063832393.1				
135081758	XP_063832616.1				
135081881	XP_063832735.1	NP_611293.3	37066.0	Sema5c	Semaphorin 5c
135081587	XP_063832401.1	NP_649132.1	40137.0	CG9372	uncharacterized protein
135081586	XP_063832400.1	NP_649211.1	40241.0	CG5618	uncharacterized protein
135081584	XP_063832397.1				
135081583	XP_063832396.1	NP_649439.1	40528.0	DhpD	Dihydropterin deaminase
135081585	XP_063832398.1	NP_649767.1	40959.0	CG7878	uncharacterized protein
135081588	XP_063832402.1	NP_523905.2	38447.0	Scsalpha1	Succinyl-coenzyme A synthetase alpha subunit 1
135081590	XP_063832403.1	NP_649498.1	40599.0	Gmppb	GDP-mannose pyrophosphorylase B
135081882	XP_063832736.1	NP_648755.1	39654.0	Msh6	Msh6
135081591	XP_063832404.1	NP_610544.1	36043.0	CG1407	uncharacterized protein
135081593	XP_063832407.1	NP_477356.1	42199.0	Dlc90F	Dynein light chain 90F
135081883	XP_063832737.1	NP_524992.1	53560.0	cic	capicua
135081598	XP_063832414.1	NP_649250.2	40291.0	CG4042	uncharacterized protein
135081760	XP_063832617.1				
135081600	XP_063832416.1	NP_476722.1	37386.0	shg	shotgun
135081599	XP_063832415.1				
135081761	XP_063832622.1				
135081595	XP_063832408.1				
135081596	XP_063832411.1				
135081597	XP_063832412.1	NP_609629.1	34732.0	CG44085	uncharacterized protein
135081603	XP_063832418.1	NP_524610.1	43725.0	Med	Medea
135081884	XP_063832738.1	NP_650431.1	41833.0	SIDL	Shal Interactor of Di-Leucine Motif
135081604	XP_063832419.1	NP_524997.2	53566.0	Kat60	Katanin 60
135081885	XP_063832739.1	NP_524392.2	42130.0	osa	osa
135081886	XP_063832740.1				
135081763	XP_063832624.1				
135081629	XP_063832454.1	NP_730968.1	40685.0	Spec2	Spec2
135081605	XP_063832420.1				
135081764	XP_063832625.1				
135081606	XP_063832422.1				
135081607	XP_063832423.1	NP_524240.1	40684.0	Atu	Another transcription unit
135081888	XP_063832741.1	NP_476697.3	41062.0	pyd	polychaetoid
135081765	XP_063832626.1				
135081768	XP_063832629.1	NP_611495.1	37330.0	CG11180	uncharacterized protein
135081608	XP_063832424.1	NP_649709.2	40869.0	CG14607	uncharacterized protein
135081621	XP_063832443.1	NP_652064.2	48421.0	CG3558	uncharacterized protein
135081609	XP_063832425.1	NP_611017.1	36683.0	CG11807	uncharacterized protein
135081610	XP_063832426.1				
135081611	XP_063832427.1				
135081627	XP_063832452.1				
135081625	XP_063832451.1				
135081623	XP_063832448.1				
135081612	XP_063832428.1				
135081613	XP_063832429.1				
135081614	XP_063832430.1				
135081615	XP_063832431.1				
135081616	XP_063832433.1				
135081769	XP_063832630.1				
135081770	XP_063832632.1				
135081504	XP_063832287.1				
135081890	XP_063832742.1				
135081619	XP_063832436.1				
135081891	XP_063832743.1				
135081618	XP_063832435.1	NP_611329.1	37112.0	GstE7	Glutathione S transferase E7
135081773	XP_063832633.1				
135081624	XP_063832450.1				
135081822	XP_063832670.1				
135081620	XP_063832438.1	NP_650505.2	41927.0	CG31183	uncharacterized protein
135081774	XP_063832634.1				
135081628	XP_063832453.1				
135081622	XP_063832446.1				
135081642	XP_063832467.1	NP_650512.1	41935.0	Fbxl7	F-box and leucine-rich repeat protein 7
135081643	XP_063832468.1				
135081776	XP_063832635.1				
135081778	XP_063832636.1	NP_650031.1	41312.0	CG4596	uncharacterized protein
135081779	XP_063832637.1	NP_524370.2	41937.0	blp	black pearl
135081646	XP_063832473.1	NP_477121.1	40973.0	Mcm2	Minichromosome maintenance 2
135081644	XP_063832470.1	NP_650515.1	41940.0	CG5516	uncharacterized protein
135081892	XP_063832744.1	NP_649538.1	40653.0	PEK	pancreatic eIF-2alpha kinase
135081633	XP_063832456.1				
135081634	XP_063832457.1				
135081635	XP_063832458.1				
135081894	XP_063832745.1				
135081636	XP_063832459.1				
135081637	XP_063832461.1				
135081641	XP_063832465.1				
135081639	XP_063832462.1	NP_648745.1	39643.0	sstn	stepping stone
135081645	XP_063832471.1	NP_649913.1	41157.0	CG9399	uncharacterized protein
135081647	XP_063832475.1	NP_524725.2	44238.0	sip1	septin interacting protein 1
135081780	XP_063832638.1				
135081895	XP_063832746.1				
135081648	XP_063832476.1	NP_730944.2	40670.0	Pi4KIIalpha	Phosphatidylinositol 4-kinase II alpha
135081781	XP_063832640.1				
135081896	XP_063832747.1				
135081640	XP_063832463.1	NP_647760.1	38360.0	CG2162	uncharacterized protein
135081652	XP_063832483.1	NP_524933.1	48903.0	l(3)73Ah	lethal (3) 73Ah
135081897	XP_063832749.1				
135081650	XP_063832477.1	NP_648679.1	39549.0	CG17359	uncharacterized protein
135081898	XP_063832750.1	NP_648277.3	39032.0	CG5068	uncharacterized protein
135081651	XP_063832478.1	NP_650833.1	42357.0	MICU3	Mitochondrial calcium uptake 3
135081899	XP_063832751.1	NP_732452.1	42356.0	bnl	branchless
135081653	XP_063832484.1				
135081800	XP_063832657.1				
135081782	XP_063832641.1	NP_649857.1	41078.0	CG11980	uncharacterized protein
135081783	XP_063832642.1				
135081662	XP_063832502.1				
135081658	XP_063832493.1				
135081654	XP_063832486.1				
135081786	XP_063832643.1				
135081787	XP_063832645.1				
135081659	XP_063832496.1	NP_650899.1	42440.0	Pus1	Pseudouridine synthase 1
135081789	XP_063832647.1	NP_649959.1	41215.0	Teh1	tipE homolog 1
135081655	XP_063832487.1	NP_523903.1	38428.0	CycJ	Cyclin J
135081663	XP_063832504.1	NP_648642.1	39505.0	flr	flare
135081902	XP_063832752.1				
135081903	XP_063832754.1				
135081656	XP_063832488.1				
135081790	XP_063832648.1				
135081904	XP_063832755.1				
135081905	XP_063832756.1				
135081906	XP_063832757.1	NP_649499.1	40600.0	BBS5	Bardet-Biedl syndrome 5
135081657	XP_063832492.1				
135081661	XP_063832500.1	NP_524238.1	40680.0	kra	krasavietz
