Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_085127.1	5161841	5168115	21	minus	uncharacterized LOC119630092	LOC119630092	119630092	protein-coding	XM_038018397.1	XP_037874325.1	812	
NC_085127.1	5245521	5262863	21	minus	uncharacterized LOC119630128	LOC119630128	119630128	protein-coding	XM_062674670.1	XP_062530654.1	548	
NC_085127.1	5302723	5392605	21	minus	lachesin	LOC101738220	101738220	protein-coding	XM_012693316.4	XP_012548770.1	490	
NC_085127.1	5414194	5419273	21	plus	chondroitin proteoglycan-2	LOC101738492	101738492	protein-coding	XM_004929691.5	XP_004929748.2	776	
NC_085127.1	5431281	5437006	21	plus	olfactory receptor 42	Or-42	778524	protein-coding	NM_001098348.1	NP_001091818.1	388	
NC_085127.1	5452650	5456457	21	plus	phospholipase A1 member A	LOC101745775	101745775	protein-coding	XM_012693333.4	XP_012548787.2	332	
NC_085127.1	5457139	5464171	21	plus	pancreatic triacylglycerol lipase	LOC101745919	101745919	protein-coding	XM_038018610.2	XP_037874538.1	330	
NC_085127.1	5465829	5469594	21	plus	pancreatic lipase-related protein 2	LOC101746061	101746061	protein-coding	XM_004929573.4	XP_004929630.1	333	
NC_085127.1	5490202	5496689	21	plus	uncharacterized LOC119630093	LOC119630093	119630093	protein-coding	XM_062674794.1	XP_062530778.1	1480	
NC_085127.1	5504216	5508004	21	minus	uncharacterized LOC119630132	LOC119630132	119630132	protein-coding	XM_038018623.2	XP_037874551.1	252	
NC_085127.1	5608289	5615622	21	plus	uncharacterized LOC110385800	LOC110385800	110385800	protein-coding	XM_062674798.1	XP_062530782.1	179	
NC_085127.1	5650294	5651555	21	minus	mitochondrial inner membrane protein OXA1L	LOC101746206	101746206	protein-coding	XM_004929574.4	XP_004929631.1	396	
NC_085127.1	5651791	5654570	21	plus	U3 small nucleolar RNA-associated protein 15 homolog	LOC101746348	101746348	protein-coding	XM_004929575.5	XP_004929632.2	527	
NC_085127.1	5664499	5716864	21	plus	DENN domain-containing protein Crag	LOC101738898	101738898	protein-coding	XM_004929693.4	XP_004929750.1	1637	
NC_085127.1	5716854	5718833	21	minus	uncharacterized LOC101746488	LOC101746488	101746488	protein-coding	XM_004929576.5	XP_004929633.1	369	
NC_085127.1	5721928	5750142	21	plus	alpha-tocopherol transfer protein-like	LOC101746634	101746634	protein-coding	XM_004929577.5	XP_004929634.1	293	
NC_085127.1	5751497	5762392	21	minus	alpha-tocopherol transfer protein-like	LOC101746774	101746774	protein-coding	XM_004929578.5	XP_004929635.1	280	
NC_085127.1	5766835	5775419	21	minus	alpha-tocopherol transfer protein	LOC101746915	101746915	protein-coding	XM_004929580.5	XP_004929637.1	274	
NC_085127.1	5776683	5801017	21	minus	alpha-tocopherol transfer protein-like	LOC101747217	101747217	protein-coding	XM_004929582.5	XP_004929639.1	283	
NC_085127.1	5802734	5844082	21	plus	casein kinase I	LOC101739040	101739040	protein-coding	XM_062674674.1	XP_062530658.1	487	
NC_085127.1	5844841	5866425	21	minus	cyclic AMP-responsive element-binding protein 3-like protein 3-B	LOC101735428	101735428	protein-coding	XM_004929583.4	XP_004929640.1	648	
NC_085127.1	5877511	6078502	21	plus	furin-like convetase	LOC692448	692448	protein-coding	NM_001043439.1	NP_001036904.1	765	
NC_085127.1	6266676	6276800	21	minus	MAP kinse-ERK kinase	Mek	692467	protein-coding	NM_001043457.1	NP_001036922.1	404	
NC_085127.1	6278704	6284928	21	minus	chromatin assembly factor 1 subunit A	LOC101739324	101739324	protein-coding	XM_038018440.2	XP_037874368.1	827	
NC_085127.1	6285775	6287980	21	plus	uncharacterized LOC101735561	LOC101735561	101735561	protein-coding	XM_021350199.2	XP_021205874.1	79	
NC_085127.1	6293547	6317873	21	plus	uncharacterized LOC101735803	LOC101735803	101735803	protein-coding	XM_004929585.5	XP_004929642.1	105	
NC_085127.1	6320664	6330705	21	minus	G-patch domain and KOW motifs-containing protein	LOC101735931	101735931	protein-coding	XM_004929586.5	XP_004929643.2	420	
NC_085127.1	6473806	6602316	21	minus	hemicentin-2	LOC101740017	101740017	protein-coding	XM_038018495.2	XP_037874423.1	312	
NC_085127.1	6574508	6627325	21	plus	putative odorant receptor 19b	LOC101740152	101740152	protein-coding	XM_012693319.4	XP_012548773.3	323	
NC_085127.1	6784377	6946890	21	plus	elongation factor-like GTPase 1	LOC101740296	101740296	protein-coding	XM_012693365.4	XP_012548819.2	1062	
NC_085127.1	6796505	6865941	21	minus	uncharacterized LOC101736150	LOC101736150	101736150	protein-coding	XM_004929588.5	XP_004929645.1	512	
NC_085127.1	6889288	6912779	21	minus	protein giant-lens	LOC101740423	101740423	protein-coding	XM_004929701.5	XP_004929758.1	277	
NC_085127.1	6949999	7041330	21	minus	protein Aster-B	LOC101736541	101736541	protein-coding	XM_021350257.3	XP_021205932.1	524	
NC_085127.1	6998031	7002499	21	plus	uncharacterized LOC101736415	LOC101736415	101736415	protein-coding	XM_004929590.5	XP_004929647.1	156	
NC_085127.1	7042027	7061764	21	minus	uncharacterized LOC101736676	LOC101736676	101736676	protein-coding	XM_004929592.5	XP_004929649.1	953	
NC_085127.1	7063894	7124412	21	minus	RNA polymerase II elongation factor Ell	LOC101740554	101740554	protein-coding	XM_038018580.2	XP_037874508.1	613	
NC_085127.1	7124265	7126588	21	plus	tyrosine--tRNA ligase, cytoplasmic	LOC101740690	101740690	protein-coding	XM_038018582.2	XP_037874510.1	524	
NC_085127.1	7134270	7395117	21	plus	uncharacterized LOC101740831	LOC101740831	101740831	protein-coding	XM_012693380.4	XP_012548834.1	1001	
NC_085127.1	7155577	7158970	21	minus	cuticular protein RR-1 motif 20	CPR20	100379446	protein-coding	NM_001173257.1	NP_001166728.1	925	
NC_085127.1	7161206	7171229	21	minus	cuticular protein RR-1 motif 21	CPR21	692438	protein-coding	NM_001043429.1	NP_001036894.1	311	
NC_085127.1	7488652	7761866	21	plus	small conductance calcium-activated potassium channel protein	LOC101741117	101741117	protein-coding	XM_062674710.1	XP_062530694.1	818	
NC_085127.1	7796284	7914137	21	plus	neuropeptide receptor A21	NGR-A21	100174932	protein-coding	NM_001134247.1	NP_001127719.1	437	
NC_085127.1	8019786	8063001	21	plus	uncharacterized LOC101741259	LOC101741259	101741259	protein-coding	XM_004929707.5	XP_004929764.3	421	
NC_085127.1	8211540	8212055	21	plus	uncharacterized LOC101741398	LOC101741398	101741398	protein-coding	XM_012693323.2	XP_012548777.2	171	
NC_085127.1	8391632	8397936	21	plus	uncharacterized LOC119630094	LOC119630094	119630094	protein-coding	XM_038018406.1	XP_037874334.1	580	
NC_085127.1	8403426	8409642	21	plus	acyl-CoA Delta(11) desaturase	LOC100862799	100862799	protein-coding	NM_001309565.1	NP_001296494.1	332	
NC_085127.1	8411256	8415154	21	plus	uncharacterized LOC101737118	LOC101737118	101737118	protein-coding	XM_004929595.4	XP_004929652.1	226	
NC_085127.1	8418911	8426227	21	minus	microfibrillar-associated protein 1	LOC101737405	101737405	protein-coding	XM_004929597.5	XP_004929654.2	441	
NC_085127.1	8430240	8431169	21	minus	uncharacterized LOC134200914	LOC134200914	134200914	protein-coding	XM_062674795.1	XP_062530779.1	309	
NC_085127.1	8434814	8441240	21	plus	beta-ureidopropionase	LOC101737692	101737692	protein-coding	XM_062674711.1	XP_062530695.1	385	
NC_085127.1	8440169	8441214	21	minus	eukaryotic translation initiation factor 2 subunit 2	LOC733143	733143	protein-coding	NM_001044213.1	NP_001037678.1	310	
NC_085127.1	8442007	8447518	21	plus	large ribosomal subunit protein mL65	LOC101737548	101737548	protein-coding	XM_004929598.4	XP_004929655.1	548	
NC_085127.1	8450446	8459343	21	plus	elongator complex protein 1	Elp1	100499492	protein-coding	NM_001195077.1	NP_001182006.1	1272	
NC_085127.1	8459334	8464401	21	minus	leucine-rich repeat protein 1	LOC101737826	101737826	protein-coding	XM_004929600.4	XP_004929657.1	410	
NC_085127.1	8463616	8470429	21	plus	G kinase-anchoring protein 1	LOC101737958	101737958	protein-coding	XM_004929601.4	XP_004929658.1	338	
NC_085127.1	8470419	8573072	21	minus	A disintegrin and metalloproteinase with thrombospondin motifs 7	LOC101741678	101741678	protein-coding	XM_038018510.2	XP_037874438.1	1125	
NC_085127.1	8615180	8623790	21	plus	regulator of nonsense transcripts 1	LOC101738312	101738312	protein-coding	XM_004929604.5	XP_004929661.1	1032	
NC_085127.1	8623785	8639341	21	minus	arrestin domain-containing protein 17	LOC101738178	101738178	protein-coding	XM_004929603.4	XP_004929660.1	422	
NC_085127.1	8639987	8643407	21	plus	uncharacterized LOC101738451	LOC101738451	101738451	protein-coding	XM_004929605.4	XP_004929662.1	239	
NC_085127.1	8646377	8654043	21	minus	integrator complex subunit 3 homolog	LOC101738583	101738583	protein-coding	XM_021350291.3	XP_021205966.2	1001	
NC_085127.1	8655201	8663057	21	plus	heterogeneous nuclear ribonucleoprotein M	LOC101738717	101738717	protein-coding	XM_004929607.5	XP_004929664.1	514	
NC_085127.1	8662805	8672437	21	minus	sodium channel protein Nach	LOC101739323	101739323	protein-coding	XM_004929613.5	XP_004929670.2	411	
NC_085127.1	8700155	8708714	21	plus	olfactory receptor 8	Or-8	100302574	protein-coding	NM_001163737.1	NP_001157209.1	398	
NC_085127.1	8746348	8754750	21	plus	olfactory receptor 21	Or-21	100127033	protein-coding	NM_001111361.1	NP_001104831.1	378	
NC_085127.1	8758248	8767270	21	plus	uncharacterized LOC101739466	LOC101739466	101739466	protein-coding	XM_004929614.5	XP_004929671.4	405	
NC_085127.1	8810493	8816207	21	plus	uncharacterized protein K02A2.6	LOC119630096	119630096	protein-coding	XM_038018415.2	XP_037874343.2	753	
NC_085127.1	8908972	8957796	21	plus	limbic system-associated membrane protein	LOC101741972	101741972	protein-coding	XM_021350277.3	XP_021205952.1	301	
NC_085127.1	9039105	9054609	21	plus	olfactory receptor 44	Or-44	100127045	protein-coding	NM_001173136.1	NP_001166607.1	323	
NC_085127.1	9067971	9134340	21	plus	dynein heavy chain, cytoplasmic	LOC101742268	101742268	protein-coding	XM_038018329.2	XP_037874257.1	4665	
NC_085127.1	9134336	9147768	21	minus	ADAM 17-like protease	LOC101742406	101742406	protein-coding	XM_012693339.4	XP_012548793.1	761	
NC_085127.1	9155896	9198413	21	plus	tyrosine-protein kinase CSK	LOC101739746	101739746	protein-coding	XM_004929616.5	XP_004929673.1	579	
NC_085127.1	9198401	9206298	21	minus	DET1 homolog	LOC101739884	101739884	protein-coding	XM_062674727.1	XP_062530711.1	586	
NC_085127.1	9209466	9212806	21	plus	cytochrome c oxidase assembly protein COX16 homolog, mitochondrial	LOC101740830	101740830	protein-coding	XM_004929625.5	XP_004929682.1	109	
NC_085127.1	9212809	9228204	21	plus	cyclin dependent kinase 7	Cdk7	100379321	protein-coding	NM_001172812.1	NP_001166283.1	338	
NC_085127.1	9213991	9216741	21	plus	polyubiquitin	LOC101740600	101740600	protein-coding	NM_001043374.1	NP_001036839.1	913	
NC_085127.1	9227903	9239305	21	minus	tubulin polyglutamylase TTLL13	LOC101740464	101740464	protein-coding	XM_004929622.4	XP_004929679.1	739	
NC_085127.1	9242060	9252541	21	plus	ubiquilin-1	LOC101740241	101740241	protein-coding	XM_004929620.5	XP_004929677.1	524	
NC_085127.1	9254255	9257863	21	plus	GPI mannosyltransferase 2	LOC101742553	101742553	protein-coding	XM_038018341.2	XP_037874269.1	532	
NC_085127.1	9257174	9262357	21	minus	methyl-CpG-binding domain protein 3	LOC101740016	101740016	protein-coding	XM_004929618.4	XP_004929675.1	249	
NC_085127.1	9292780	9335498	21	plus	probable phospholipid-transporting ATPase IM	LOC101741077	101741077	protein-coding	XM_012693360.4	XP_012548814.1	1286	
NC_085127.1	9336072	9339331	21	plus	uncharacterized LOC101741360	LOC101741360	101741360	protein-coding	XM_038018532.2	XP_037874460.1	520	
NC_085127.1	9339323	9383084	21	minus	unconventional myosin-IXAa	LOC101742699	101742699	protein-coding	XM_004929715.5	XP_004929772.1	1947	
NC_085127.1	9385035	9388797	21	minus	Krueppel-like factor 14	LOC101741496	101741496	protein-coding	XM_004929630.5	XP_004929687.1	273	
NC_085127.1	9394268	9469497	21	minus	groucho	Gro	100188955	protein-coding	NM_001134889.1	NP_001128361.1	716	
NC_085127.1	9490773	9493954	21	plus	phosphomevalonate kinase	Mpk	692835	protein-coding	NM_001046680.1	NP_001040145.1	186	
NC_085127.1	9531214	9539508	21	minus	cytochrome P450 Cyp6b29	Cyp6b29	100127122	protein-coding	NM_001112755.1	NP_001106226.1	505	
NC_085127.1	9536164	9577290	21	plus	voltage-gated sodium channel alpha subunit	Nav	100101199	protein-coding	NM_001142612.1	NP_001136084.1	2038	
NC_085127.1	9578646	9594100	21	minus	E3 ubiquitin-protein ligase ariadne-1	LOC101741924	101741924	protein-coding	XM_004929633.4	XP_004929690.1	503	
NC_085127.1	9601513	9606717	21	plus	isoleucine--tRNA ligase, cytoplasmic	LOC101742308	101742308	protein-coding	XM_004929636.5	XP_004929693.2	1243	
NC_085127.1	9606954	9667135	21	minus	dmX-like protein 2	LOC101742988	101742988	protein-coding	XM_038018599.2	XP_037874527.1	3209	
NC_085127.1	9668607	9710214	21	plus	endophilin-A	LOC101742460	101742460	protein-coding	XM_004929637.5	XP_004929694.1	443	
NC_085127.1	9693026	9695335	21	minus	mucin-22-like	LOC134200871	134200871	protein-coding	XM_062674734.1	XP_062530718.1	530	
NC_085127.1	9712328	9716052	21	minus	polyubiquitin-A	LOC101742698	101742698	protein-coding	XM_004929639.5	XP_004929696.2	1065	
NC_085127.1	9724121	9742241	21	plus	ras GTPase-activating protein 1	LOC101743695	101743695	protein-coding	XM_012693387.4	XP_012548841.2	932	
NC_085127.1	9743753	9744886	21	minus	protein kish-A	LOC101743845	101743845	protein-coding	XM_004929650.5	XP_004929707.1	72	
NC_085127.1	9752810	9755086	21	plus	protein prenyltransferase alpha subunit repeat-containing protein 1	LOC101743992	101743992	protein-coding	XM_004929651.4	XP_004929708.2	445	
NC_085127.1	9765364	10139654	21	plus	protein unc-13 homolog B	LOC101743696	101743696	protein-coding	XM_021350234.3	XP_021205909.2	2764	
NC_085127.1	9879260	9894511	21	minus	uncharacterized LOC101744137	LOC101744137	101744137	protein-coding	XM_004929652.5	XP_004929709.1	255	
NC_085127.1	9980084	9984867	21	plus	uncharacterized LOC134200872	LOC134200872	134200872	protein-coding	XM_062674749.1	XP_062530733.1	325	
NC_085127.1	10147130	10189843	21	plus	actin-binding Rho-activating protein	LOC101743846	101743846	protein-coding	XM_012693335.4	XP_012548789.1	192	
NC_085127.1	10194708	10240191	21	minus	neuropeptide receptor A28	NGR-A28	100174939	protein-coding	NM_001134254.1	NP_001127726.1	418	
NC_085127.1	10245244	10260329	21	plus	uncharacterized LOC101744138	LOC101744138	101744138	protein-coding	XM_038018488.2	XP_037874416.1	952	
NC_085127.1	10269893	10272301	21	plus	phosphoribosyl pyrophosphate synthetase	LOC733021	733021	protein-coding	NM_001047016.1	NP_001040481.1	342	
NC_085127.1	10276554	10283750	21	plus	glutathione S-transferase epsilon 6	GSTe6	100141445	protein-coding	NM_001114993.1	NP_001108465.1	223	
NC_085127.1	10280905	10290671	21	minus	ubiquitin conjugating enzyme E2	LOC692915	692915	protein-coding	NM_001046758.2	NP_001040223.1	380	
NC_085127.1	10292299	10316507	21	plus	probable ATP-dependent RNA helicase DHX34	LOC101744276	101744276	protein-coding	XM_004929653.4	XP_004929710.3	1156	
NC_085127.1	10355834	10360951	21	plus	cytochrome P450 Cyp6AU1	Cyp6au1	100127026	protein-coding	NM_001111356.1	NP_001104826.1	496	
NC_085127.1	10403494	10436691	21	minus	uncharacterized LOC101744570	LOC101744570	101744570	protein-coding	XM_012693412.4	XP_012548866.2	1042	
NC_085127.1	10567965	10572282	21	minus	uncharacterized LOC119630109	LOC119630109	119630109	protein-coding	XM_038018490.2	XP_037874418.1	143	
NC_085127.1	10726972	10758264	21	minus	uncharacterized LOC119630099	LOC119630099	119630099	protein-coding	XM_038018418.1	XP_037874346.1	1209	
NC_085127.1	10846630	10849676	21	minus	zinc finger protein basonuclin-2	LOC101744859	101744859	protein-coding	XM_004929729.5	XP_004929786.4	805	
NC_085127.1	10935440	10943111	21	minus	uncharacterized LOC101744418	LOC101744418	101744418	protein-coding	XM_004929654.5	XP_004929711.1	422	
NC_085127.1	10946212	10955578	21	minus	T-complex protein 1 subunit gamma	LOC101744569	101744569	protein-coding	XM_004929655.3	XP_004929712.1	540	
NC_085127.1	10955429	10961431	21	minus	uncharacterized LOC119630100	LOC119630100	119630100	protein-coding	XM_062674796.1	XP_062530780.1	571	
NC_085127.1	10961992	10963110	21	minus	uncharacterized LOC119630101	LOC119630101	119630101	protein-coding	XM_038018420.1	XP_037874348.1	372	
NC_085127.1	10967632	11007684	21	minus	uncharacterized LOC101744999	LOC101744999	101744999	protein-coding	XM_004929730.5	XP_004929787.1	324	
NC_085127.1	11013833	11016599	21	minus	uncharacterized LOC105842129	LOC105842129	105842129	protein-coding	XM_038018608.2	XP_037874536.1	113	
NC_085127.1	11017845	11023580	21	plus	centrosome-associated zinc finger protein Cp190	LOC101745145	101745145	protein-coding	XM_012693385.4	XP_012548839.3	1367	
NC_085127.1	11026215	11029950	21	minus	ubiquitin-conjugating enzyme E2 J2	LOC101745295	101745295	protein-coding	XM_038018539.2	XP_037874467.1	221	
NC_085127.1	11036739	11055935	21	minus	uncharacterized LOC101744711	LOC101744711	101744711	protein-coding	XM_004929656.4	XP_004929713.2	872	
NC_085127.1	11057628	11098892	21	plus	uncharacterized LOC101744858	LOC101744858	101744858	protein-coding	XM_004929657.5	XP_004929714.1	1433	
NC_085127.1	11109864	11135668	21	minus	mitochondrial aldehyde dehydrogenase	LOC733015	733015	protein-coding	NM_001047010.1	NP_001040475.1	513	
NC_085127.1	11138046	11142276	21	plus	dolichol kinase	LOC101745247	101745247	protein-coding	XM_004929659.5	XP_004929716.1	489	
NC_085127.1	11142263	11151082	21	minus	NAD-dependent protein deacetylase Sirt6	LOC101745097	101745097	protein-coding	XM_004929658.4	XP_004929715.1	370	
NC_085127.1	11155431	11176769	21	plus	nuclear cap-binding protein subunit 1	LOC101745390	101745390	protein-coding	XM_004929660.5	XP_004929717.2	797	
NC_085127.1	11158352	11166409	21	minus	probable serine/threonine-protein kinase DDB_G0282963	LOC105842146	105842146	protein-coding	XM_012693388.4	XP_012548842.4	1090	
NC_085127.1	11180364	11190722	21	minus	fructose-1,6-bisphosphatase	LOC732915	732915	protein-coding	NM_001046916.1	NP_001040381.1	336	
NC_085127.1	11195805	11199755	21	plus	mortality factor 4-like	mrg	100271910	protein-coding	NM_001146064.1	NP_001139536.1	339	
NC_085127.1	11208851	11258920	21	plus	tropomyosin	LOC100101174	100101174	protein-coding	NM_001047000.1	NP_001040465.1	284	
NC_085127.1	11263694	11276182	21	plus	tropomyosin 1	LOC732984	732984	protein-coding	NM_001046980.1	NP_001040445.1	284	
NC_085127.1	11276939	11322227	21	plus	synaptotagmin-4	LOC101745435	101745435	protein-coding	XM_004929732.5	XP_004929789.1	440	
NC_085127.1	11333598	11432175	21	minus	tumor necrosis factor, alpha-induced protein 8-like protein 2 A	LOC101745578	101745578	protein-coding	XM_012693411.4	XP_012548865.1	191	
NC_085127.1	11433428	11463898	21	plus	OTU domain-containing protein 7B	LOC101745728	101745728	protein-coding	XM_038018474.2	XP_037874402.1	586	
NC_085127.1	11464810	11473841	21	plus	mucin-5AC	LOC101745727	101745727	protein-coding	XM_004929661.4	XP_004929718.1	948	
NC_085127.1	11473925	11477250	21	plus	vacuolar ATP synthase subunit D	LOC733120	733120	protein-coding	NM_001047067.1	NP_001040532.1	285	
NC_085127.1	11478484	11481152	21	minus	uncharacterized LOC101745971	LOC101745971	101745971	protein-coding	XM_004929663.5	XP_004929720.1	194	
NC_085127.1	11482303	11484621	21	plus	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13	Ndufa13	692866	protein-coding	NM_001046711.1	NP_001040176.1	153	
NC_085127.1	11487068	11494526	21	minus	very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase	LOC101746115	101746115	protein-coding	XM_004929664.5	XP_004929721.1	372	
NC_085127.1	11497394	11520308	21	plus	phosphatidylinositol 5-phosphate 4-kinase type-2 alpha	LOC101745875	101745875	protein-coding	XM_038018380.2	XP_037874308.1	471	
NC_085127.1	11522242	11524260	21	minus	proteasome beta 3 subunit	LOC732999	732999	protein-coding	NM_001046995.3	NP_001040460.1	205	
NC_085127.1	11525231	11528336	21	plus	aliphatic nitrilase	LOC100329149	100329149	protein-coding	NM_001171917.1	NP_001165388.1	391	
NC_085127.1	11633863	11781410	21	minus	steroid receptor seven-up, isoforms B/C	LOC692505	692505	protein-coding	XM_004929665.5	XP_004929722.2	429	
NC_085127.1	11878528	11894135	21	minus	uncharacterized LOC101746153	LOC101746153	101746153	protein-coding	XM_012693372.4	XP_012548826.2	1214	
NC_085127.1	11896430	11905311	21	plus	uncharacterized LOC101746397	LOC101746397	101746397	protein-coding	XM_004929666.5	XP_004929723.1	138	
NC_085127.1	11909584	11915338	21	plus	acyl-coenzyme A thioesterase 13	LOC101746533	101746533	protein-coding	XM_004929667.5	XP_004929724.2	163	
NC_085127.1	11920256	11922128	21	minus	uncharacterized LOC101738556	LOC101738556	101738556	protein-coding	XM_004934290.5	XP_004934347.2	114	
NC_085127.1	11940620	11943412	21	minus	uncharacterized LOC101746808	LOC101746808	101746808	protein-coding	XM_004929669.5	XP_004929726.1	113	
NC_085127.1	11945120	11951703	21	minus	uncharacterized LOC101746950	LOC101746950	101746950	protein-coding	XM_004929670.4	XP_004929727.2	131	
NC_085127.1	12008490	12009458	21	minus	uncharacterized LOC119630102	LOC119630102	119630102	protein-coding	XM_038018421.1	XP_037874349.1	322	
NC_085127.1	12120866	12121853	21	plus	uncharacterized LOC101747082	LOC101747082	101747082	protein-coding	XM_004929671.5	XP_004929728.1	130	
NC_085127.1	12147089	12222579	21	plus	limbic system-associated membrane protein	LOC101746439	101746439	protein-coding	XM_038018541.2	XP_037874469.1	385	
NC_085127.1	12498334	12516533	21	plus	organic cation transporter protein	LOC101747218	101747218	protein-coding	XM_004929672.5	XP_004929729.1	539	
NC_085127.1	12522682	12580097	21	plus	organic cation transporter protein	LOC101735429	101735429	protein-coding	XM_004929673.5	XP_004929730.1	534	
NC_085127.1	12600579	12627688	21	plus	organic cation transporter protein	LOC101735562	101735562	protein-coding	XM_004929674.5	XP_004929731.1	551	
NC_085127.1	12648265	12651710	21	minus	ribosomal protein L36	RpL36	692708	protein-coding	NM_001043780.1	NP_001037245.1	119	
NC_085127.1	12652201	12657216	21	plus	ankyrin repeat domain-containing protein 12	LOC105842506	105842506	protein-coding	XM_012695999.3	XP_012551453.1	440	
NC_085127.1	12656597	12657216	21	plus	uncharacterized LOC101735702	LOC101735702	101735702	protein-coding	XM_038018621.2	XP_037874549.1	177	
NC_085127.1	12660733	12663100	21	minus	phosphoribosyl pyrophosphate synthetase	LOC692963	692963	protein-coding	NM_001046803.1	NP_001040268.1	318	
NC_085127.1	12665261	12672916	21	plus	histone H4 transcription factor	LOC101735932	101735932	protein-coding	XM_004929676.5	XP_004929733.2	551	
NC_085127.1	12675075	12682624	21	minus	spermine oxidase	LOC101736057	101736057	protein-coding	XM_012693416.4	XP_012548870.1	470	
NC_085127.1	12699676	12728769	21	plus	uncharacterized LOC101744325	LOC101744325	101744325	protein-coding	XM_004927446.5	XP_004927503.2	356	
NC_085127.1	12728756	12747091	21	minus	survival motor neuron protein	LOC101743786	101743786	protein-coding	XM_038018430.1	XP_037874358.1	264	
NC_085127.1	12875586	12880641	21	plus	uncharacterized LOC119630116	LOC119630116	119630116	protein-coding	XM_038018551.2	XP_037874479.1	172	
NC_085127.1	12876936	12880641	21	plus	uncharacterized LOC119630115	LOC119630115	119630115	protein-coding	XM_062674753.1	XP_062530737.1	796	
NC_085127.1	12966692	13110257	21	minus	uncharacterized LOC101740282	LOC101740282	101740282	protein-coding	XM_038018500.2	XP_037874428.1	393	
NC_085127.1	13207335	13224310	21	minus	coagulation factor XI	LOC101737974	101737974	protein-coding	XM_004933575.5	XP_004933632.2	567	
NC_085127.1	13273884	13282600	21	minus	uncharacterized LOC134200893	LOC134200893	134200893	protein-coding	XM_062674762.1	XP_062530746.1	647	
NC_085127.1	13293500	13322378	21	minus	olfactory receptor 17	Or-17	100302575	protein-coding	NM_001163738.1	NP_001157210.1	401	
NC_085127.1	13323729	13344589	21	minus	cytochrome P450 6B1	LOC101736314	101736314	protein-coding	XM_038018573.2	XP_037874501.1	548	
NC_085127.1	13353525	13366010	21	minus	kallikrein-1	LOC101736436	101736436	protein-coding	XM_004924985.3	XP_004925042.1	258	
NC_085127.1	13378503	13394714	21	minus	A-kinase anchor protein 17A	LOC101741711	101741711	protein-coding	XM_021347235.3	XP_021202910.1	713	
NC_085127.1	13401500	13441657	21	minus	uncharacterized LOC101745688	LOC101745688	101745688	protein-coding	XM_038018336.2	XP_037874264.1	655	
NC_085127.1	13454377	13460459	21	plus	omega-amidase NIT2	LOC101736797	101736797	protein-coding	XM_004924988.5	XP_004925045.1	294	
NC_085127.1	13462568	13475007	21	plus	zinc finger protein 30	LOC101737100	101737100	protein-coding	XM_012689491.4	XP_012544945.2	691	
NC_085127.1	13479132	13488391	21	plus	D-amino-acid oxidase	LOC101737245	101737245	protein-coding	XM_004924992.5	XP_004925049.1	337	
NC_085127.1	13490473	13503645	21	minus	zinc finger protein ZFP2	LOC101742150	101742150	protein-coding	XM_038018340.2	XP_037874268.1	692	
NC_085127.1	13503993	13523147	21	plus	general transcription and DNA repair factor IIH helicase subunit XPD	LOC101742294	101742294	protein-coding	XM_038018338.2	XP_037874266.1	760	
NC_085127.1	13523825	13545190	21	minus	3'-5' RNA helicase YTHDC2	LOC101742443	101742443	protein-coding	XM_012689478.4	XP_012544932.2	1315	
NC_085127.1	13546158	13548910	21	plus	RNA-binding protein NOB1	LOC101737534	101737534	protein-coding	XM_012689473.4	XP_012544927.2	438	
NC_085127.1	13547580	13549964	21	minus	cotranscriptional regulator FAM172A homolog	LOC101737392	101737392	protein-coding	XM_004924993.5	XP_004925050.1	328	
NC_085127.1	13550434	13552192	21	minus	syntaxin-18	LOC101737678	101737678	protein-coding	XM_004924994.5	XP_004925051.1	321	
NC_085127.1	13553962	13557078	21	plus	m7GpppN-mRNA hydrolase	LOC101737812	101737812	protein-coding	NM_001309567.1	NP_001296496.1	391	
NC_085127.1	13559051	13570190	21	minus	glycosylated lysosomal membrane protein B	LOC101737943	101737943	protein-coding	XM_038018465.2	XP_037874393.1	392	
NC_085127.1	13573815	13586410	21	minus	tRNA (guanine(26)-N(2))-dimethyltransferase	LOC101738076	101738076	protein-coding	XM_012689457.4	XP_012544911.1	563	
NC_085127.1	13587108	13606939	21	plus	lon protease homolog, mitochondrial	LOC101738203	101738203	protein-coding	XM_062674777.1	XP_062530761.1	958	
NC_085127.1	13602326	13615579	21	minus	uncharacterized LOC134200891	LOC134200891	134200891	protein-coding	XM_062674760.1	XP_062530744.1	663	
NC_085127.1	13606933	13609743	21	minus	conserved oligomeric Golgi complex subunit 5	LOC101738335	101738335	protein-coding	XM_004924999.5	XP_004925056.1	748	
NC_085127.1	13618821	13625646	21	minus	ras-like protein 1	Ras1	692520	protein-coding	NM_001043508.1	NP_001036973.1	192	
NC_085127.1	13628636	13628989	21	minus	uncharacterized LOC110385008	LOC110385008	110385008	protein-coding	XM_021347223.1	XP_021202898.1	117	
NC_085127.1	13630792	13640935	21	plus	uncharacterized LOC101742727	LOC101742727	101742727	protein-coding	XM_038018408.2	XP_037874336.1	104	
