Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_087109.1	1688703	1699535	22	minus	facilitated trehalose transporter Tret1-like	LOC135082720	135082720	protein-coding	XM_063977495.1	XP_063833565.1	485	
NC_087109.1	1705064	1812943	22	minus	serine protease inhibitor dipetalogastin	LOC135083088	135083088	protein-coding	XM_063977852.1	XP_063833922.1	504	
NC_087109.1	1829798	1834448	22	minus	solute carrier family 2, facilitated glucose transporter member 8-like	LOC135083017	135083017	protein-coding	XM_063977779.1	XP_063833849.1	456	
NC_087109.1	1843667	1853929	22	plus	facilitated trehalose transporter Tret1-like	LOC135083018	135083018	protein-coding	XM_063977780.1	XP_063833850.1	482	
NC_087109.1	1864324	1873282	22	minus	facilitated trehalose transporter Tret1-like	LOC135082853	135082853	protein-coding	XM_063977614.1	XP_063833684.1	477	
NC_087109.1	1875165	1891252	22	minus	facilitated trehalose transporter Tret1-like	LOC135082658	135082658	protein-coding	XM_063977449.1	XP_063833519.1	483	
NC_087109.1	1893981	1902242	22	minus	facilitated trehalose transporter Tret1-like	LOC135082978	135082978	protein-coding	XM_063977742.1	XP_063833812.1	481	
NC_087109.1	1907307	1936389	22	minus	uncharacterized LOC135082613	LOC135082613	135082613	protein-coding	XM_063977393.1	XP_063833463.1	559	
NC_087109.1	1964606	1970822	22	plus	PSME3-interacting protein	LOC135082868	135082868	protein-coding	XM_063977629.1	XP_063833699.1	249	
NC_087109.1	1971552	1988276	22	minus	zinc finger protein 93-like	LOC135082876	135082876	protein-coding	XM_063977641.1	XP_063833711.1	644	
NC_087109.1	1991217	1999809	22	minus	zinc finger protein 501-like	LOC135082869	135082869	protein-coding	XM_063977631.1	XP_063833701.1	207	
NC_087109.1	2001182	2015549	22	minus	zinc finger protein 728-like	LOC135083019	135083019	protein-coding	XM_063977783.1	XP_063833853.1	1034	
NC_087109.1	2021547	2024898	22	minus	zinc finger protein 567-like	LOC135082851	135082851	protein-coding	XM_063977612.1	XP_063833682.1	107	
NC_087109.1	2026655	2057395	22	minus	zinc finger protein pita-like	LOC135083020	135083020	protein-coding	XM_063977784.1	XP_063833854.1	525	
NC_087109.1	2057853	2078162	22	minus	zinc finger protein 568-like	LOC135082858	135082858	protein-coding	XM_063977618.1	XP_063833688.1	699	
NC_087109.1	2099581	2107171	22	minus	thrombin-like enzyme gyroxin B1.4	LOC135083021	135083021	protein-coding	XM_063977785.1	XP_063833855.1	447	
NC_087109.1	2128874	2146800	22	plus	glucose transporter GlcP-like	LOC135082607	135082607	protein-coding	XM_063977387.1	XP_063833457.1	458	
NC_087109.1	2284545	2465607	22	minus	orexin/Hypocretin receptor type 1-like	LOC135082873	135082873	protein-coding	XM_063977637.1	XP_063833707.1	549	
NC_087109.1	2636958	2646641	22	plus	facilitated trehalose transporter Tret1-like	LOC135082765	135082765	protein-coding	XM_063977531.1	XP_063833601.1	489	
NC_087109.1	2649703	2679314	22	plus	long-chain fatty acid transport protein 1-like	LOC135082859	135082859	protein-coding	XM_063977619.1	XP_063833689.1	661	
NC_087109.1	2685586	2796332	22	minus	facilitated trehalose transporter Tret1-like	LOC135082860	135082860	protein-coding	XM_063977620.1	XP_063833690.1	598	
NC_087109.1	2816024	2821994	22	plus	uncharacterized LOC135082980	LOC135082980	135082980	protein-coding	XM_063977743.1	XP_063833813.1	419	
NC_087109.1	2842448	2865342	22	plus	CCAAT/enhancer-binding protein-like	LOC135082866	135082866	protein-coding	XM_063977626.1	XP_063833696.1	280	
NC_087109.1	2992102	2999975	22	plus	uncharacterized LOC135082981	LOC135082981	135082981	protein-coding	XM_063977744.1	XP_063833814.1	357	
NC_087109.1	3065773	3067680	22	minus	uncharacterized LOC135082983	LOC135082983	135082983	protein-coding	XM_063977745.1	XP_063833815.1	115	
NC_087109.1	3073682	3075516	22	minus	uncharacterized LOC135082984	LOC135082984	135082984	protein-coding	XM_063977746.1	XP_063833816.1	115	
NC_087109.1	3086208	3087154	22	minus	uncharacterized LOC135083022	LOC135083022	135083022	protein-coding	XM_063977786.1	XP_063833856.1	90	
NC_087109.1	3143820	3274260	22	plus	orexin/Hypocretin receptor type 1-like	LOC135082863	135082863	protein-coding	XM_063977622.1	XP_063833692.1	459	
NC_087109.1	3312655	3338166	22	plus	facilitated trehalose transporter Tret1-like	LOC135082874	135082874	protein-coding	XM_063977638.1	XP_063833708.1	487	
NC_087109.1	3348961	3588281	22	plus	dual specificity protein phosphatase 23-like	LOC135082867	135082867	protein-coding	XM_063977627.1	XP_063833697.1	266	
NC_087109.1	3349711	3397821	22	minus	uncharacterized LOC135083023	LOC135083023	135083023	protein-coding	XM_063977787.1	XP_063833857.1	1070	
NC_087109.1	3400956	3402711	22	plus	uncharacterized LOC135082596	LOC135082596	135082596	protein-coding	XM_063977376.1	XP_063833446.1	122	
NC_087109.1	3405021	3408243	22	minus	uncharacterized LOC135083024	LOC135083024	135083024	protein-coding	XM_063977788.1	XP_063833858.1	850	
NC_087109.1	3415463	3417055	22	minus	uncharacterized LOC135082914	LOC135082914	135082914	protein-coding	XM_063977679.1	XP_063833749.1	238	
NC_087109.1	3419486	3421953	22	minus	uncharacterized LOC135083106	LOC135083106	135083106	protein-coding	XM_063977873.1	XP_063833943.1	261	
NC_087109.1	3424631	3486714	22	minus	tubulointerstitial nephritis antigen-like	LOC135082755	135082755	protein-coding	XM_063977521.1	XP_063833591.1	438	
NC_087109.1	3506567	3513268	22	minus	caspase-1-like	LOC135082912	135082912	protein-coding	XM_063977678.1	XP_063833748.1	490	
NC_087109.1	3526109	3538939	22	plus	ethanolaminephosphotransferase 1-like	LOC135082864	135082864	protein-coding	XM_063977624.1	XP_063833694.1	398	
NC_087109.1	3556722	3557952	22	minus	coiled-coil-helix-coiled-coil-helix domain-containing protein 7	LOC135082934	135082934	protein-coding	XM_063977703.1	XP_063833773.1	86	
NC_087109.1	3558317	3578607	22	plus	partitioning defective 6 homolog beta	LOC135082750	135082750	protein-coding	XM_063977516.1	XP_063833586.1	305	
NC_087109.1	3589341	3592209	22	plus	dual specificity protein phosphatase 23-like	LOC135082603	135082603	protein-coding	XM_063977383.1	XP_063833453.1	273	
NC_087109.1	3608654	3611914	22	minus	26S proteasome non-ATPase regulatory subunit 9	LOC135082977	135082977	protein-coding	XM_063977741.1	XP_063833811.1	232	
NC_087109.1	3614589	3896626	22	minus	dystonin	LOC135083026	135083026	protein-coding	XM_063977789.1	XP_063833859.1	5735	
NC_087109.1	3621047	3624544	22	plus	protein wntless	LOC135082861	135082861	protein-coding	XM_063977621.1	XP_063833691.1	545	
NC_087109.1	3813387	3816690	22	plus	uncharacterized LOC135082870	LOC135082870	135082870	protein-coding	XM_063977633.1	XP_063833703.1	184	
NC_087109.1	3919878	3926700	22	plus	proteasome subunit alpha type-7-like	LOC135082623	135082623	protein-coding	XM_063977403.1	XP_063833473.1	248	
NC_087109.1	3937292	3939047	22	plus	putative nuclease HARBI1	LOC135082844	135082844	protein-coding	XM_063977607.1	XP_063833677.1	351	
NC_087109.1	3941248	3943011	22	plus	putative nuclease HARBI1	LOC135082659	135082659	protein-coding	XM_063977450.1	XP_063833520.1	351	
NC_087109.1	3980503	3982236	22	minus	putative nuclease HARBI1	LOC135082670	135082670	protein-coding	XM_063977459.1	XP_063833529.1	351	
NC_087109.1	4011108	4030900	22	plus	protein Cep89 homolog	LOC135083117	135083117	protein-coding	XM_063977883.1	XP_063833953.1	684	
NC_087109.1	4041431	4073977	22	plus	venom serine protease 34-like	LOC135082865	135082865	protein-coding	XM_063977625.1	XP_063833695.1	424	
NC_087109.1	4074598	4082373	22	plus	procollagen C-endopeptidase enhancer 2-like	LOC135082639	135082639	protein-coding	XM_063977430.1	XP_063833500.1	159	
NC_087109.1	4082718	4121764	22	plus	uncharacterized LOC135082985	LOC135082985	135082985	protein-coding	XM_063977747.1	XP_063833817.1	1486	
NC_087109.1	4134661	4146654	22	minus	tRNA (cytosine(34)-C(5))-methyltransferase	LOC135082925	135082925	protein-coding	XM_063977688.1	XP_063833758.1	716	
NC_087109.1	4146975	4211204	22	plus	5-oxoprolinase	LOC135082871	135082871	protein-coding	XM_063977635.1	XP_063833705.1	1291	
NC_087109.1	4211340	4223267	22	minus	serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma-like	LOC135082875	135082875	protein-coding	XM_063977640.1	XP_063833710.1	482	
NC_087109.1	4231364	4387138	22	plus	uncharacterized LOC135082857	LOC135082857	135082857	protein-coding	XM_063977617.1	XP_063833687.1	1093	
NC_087109.1	4387515	4393769	22	minus	stress-associated endoplasmic reticulum protein 2	LOC135082956	135082956	protein-coding	XM_063977723.1	XP_063833793.1	64	
NC_087109.1	4410667	4413144	22	minus	uncharacterized LOC135083027	LOC135083027	135083027	protein-coding	XM_063977790.1	XP_063833860.1	825	
NC_087109.1	4429509	4431480	22	minus	solute carrier organic anion transporter family member 1C1-like	LOC135082742	135082742	protein-coding	XM_063977513.1	XP_063833583.1	85	
NC_087109.1	4460842	4468942	22	plus	ethanolaminephosphotransferase 1-like	LOC135082919	135082919	protein-coding	XM_063977684.1	XP_063833754.1	389	
NC_087109.1	4470785	4528317	22	plus	eyes absent homolog 2	LOC135082872	135082872	protein-coding	XM_063977636.1	XP_063833706.1	655	
NC_087109.1	4533967	4542353	22	plus	intraflagellar transport protein 52 homolog	LOC135082660	135082660	protein-coding	XM_063977451.1	XP_063833521.1	444	
NC_087109.1	4542526	4547069	22	plus	probable threonine protease PRSS50	LOC135083028	135083028	protein-coding	XM_063977791.1	XP_063833861.1	459	
NC_087109.1	4549777	4562697	22	minus	nucleolar protein 4-like	LOC135083029	135083029	protein-coding	XM_063977793.1	XP_063833863.1	532	
NC_087109.1	4636607	4741493	22	minus	uncharacterized LOC135083030	LOC135083030	135083030	protein-coding	XM_063977794.1	XP_063833864.1	513	
NC_087109.1	4709720	4711954	22	minus	uncharacterized LOC135082944	LOC135082944	135082944	protein-coding	XM_063977710.1	XP_063833780.1	346	
NC_087109.1	4714383	4715872	22	plus	uncharacterized LOC135082745	LOC135082745	135082745	protein-coding	XM_063977514.1	XP_063833584.1	220	
NC_087109.1	4756787	4763097	22	plus	uncharacterized LOC135083031	LOC135083031	135083031	protein-coding	XM_063977795.1	XP_063833865.1	1010	
NC_087109.1	4766755	4770755	22	minus	oocyte zinc finger protein XlCOF6-like	LOC135082852	135082852	protein-coding	XM_063977613.1	XP_063833683.1	740	
NC_087109.1	4771518	4773580	22	plus	uncharacterized LOC135082889	LOC135082889	135082889	protein-coding	XM_063977652.1	XP_063833722.1	416	
NC_087109.1	4790858	5046773	22	plus	inactive dipeptidyl peptidase 10	LOC135083032	135083032	protein-coding	XM_063977796.1	XP_063833866.1	874	
NC_087109.1	4864669	4873617	22	minus	uncharacterized LOC135082988	LOC135082988	135082988	protein-coding	XM_063977750.1	XP_063833820.1	377	
NC_087109.1	4864680	4881910	22	minus	transmembrane protease serine 9-like	LOC135082987	135082987	protein-coding	XM_063977749.1	XP_063833819.1	379	
NC_087109.1	4951548	4954000	22	minus	uncharacterized LOC135082691	LOC135082691	135082691	protein-coding	XM_063977471.1	XP_063833541.1	230	
NC_087109.1	4957497	4963074	22	minus	piggyBac transposable element-derived protein 4-like	LOC135082958	135082958	protein-coding	XM_063977726.1	XP_063833796.1	770	
NC_087109.1	5066713	5072901	22	minus	cingulin-like	LOC135082849	135082849	protein-coding	XM_063977610.1	XP_063833680.1	233	
NC_087109.1	5077953	5087537	22	minus	uncharacterized LOC135083033	LOC135083033	135083033	protein-coding	XM_063977797.1	XP_063833867.1	642	
NC_087109.1	5087762	5089020	22	plus	peptidyl-prolyl cis-trans isomerase Fkbp12-like	LOC135082946	135082946	protein-coding	XM_063977713.1	XP_063833783.1	108	
NC_087109.1	5089200	5090228	22	minus	peroxisome biogenesis factor 10	LOC135082945	135082945	protein-coding	XM_063977711.1	XP_063833781.1	272	
NC_087109.1	5090714	5093040	22	minus	MRG/MORF4L-binding protein	LOC135082920	135082920	protein-coding	XM_063977685.1	XP_063833755.1	256	
NC_087109.1	5096743	5108816	22	plus	nuclear inhibitor of protein phosphatase 1	LOC135082890	135082890	protein-coding	XM_063977653.1	XP_063833723.1	347	
NC_087109.1	5196127	5245265	22	plus	uncharacterized LOC135082885	LOC135082885	135082885	protein-coding	XM_063977647.1	XP_063833717.1	594	
NC_087109.1	5323146	5331224	22	plus	mannose-1-phosphate guanyltransferase alpha-A	LOC135082948	135082948	protein-coding	XM_063977715.1	XP_063833785.1	432	
NC_087109.1	5340621	5370914	22	plus	facilitated trehalose transporter Tret1-like	LOC135082887	135082887	protein-coding	XM_063977649.1	XP_063833719.1	479	
NC_087109.1	5374657	5422203	22	plus	solute carrier family 2, facilitated glucose transporter member 8-like	LOC135082886	135082886	protein-coding	XM_063977648.1	XP_063833718.1	483	
NC_087109.1	5423397	5429221	22	minus	trypsin-6-like	LOC135082989	135082989	protein-coding	XM_063977751.1	XP_063833821.1	251	
NC_087109.1	5430955	5450498	22	plus	facilitated trehalose transporter Tret1-like	LOC135082888	135082888	protein-coding	XM_063977650.1	XP_063833720.1	463	
NC_087109.1	5467424	5513626	22	minus	sister chromatid cohesion protein PDS5 homolog A	LOC135083034	135083034	protein-coding	XM_063977798.1	XP_063833868.1	1512	
NC_087109.1	5516768	5558580	22	minus	retinaldehyde-binding protein 1-like	LOC135082891	135082891	protein-coding	XM_063977654.1	XP_063833724.1	342	
NC_087109.1	5559960	5562884	22	plus	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9	LOC135082896	135082896	protein-coding	XM_063977660.1	XP_063833730.1	145	
NC_087109.1	5566530	5572411	22	minus	derlin-1	LOC135082751	135082751	protein-coding	XM_063977519.1	XP_063833589.1	252	
NC_087109.1	5573779	5586584	22	plus	probable enoyl-CoA hydratase	LOC135082748	135082748	protein-coding	XM_063977515.1	XP_063833585.1	350	
NC_087109.1	5587077	5590511	22	minus	proteasome subunit beta type-5	LOC135083116	135083116	protein-coding	XM_063977882.1	XP_063833952.1	281	
NC_087109.1	5661166	5664470	22	minus	uncharacterized LOC135083036	LOC135083036	135083036	protein-coding	XM_063977799.1	XP_063833869.1	590	
NC_087109.1	5774519	5804762	22	plus	transcription factor AP-2-epsilon	LOC135083037	135083037	protein-coding	XM_063977800.1	XP_063833870.1	641	
NC_087109.1	5780210	5784453	22	plus	uncharacterized LOC135082688	LOC135082688	135082688	protein-coding	XM_063977470.1	XP_063833540.1	354	
NC_087109.1	5811168	5815945	22	minus	large ribosomal subunit protein uL30	LOC135082892	135082892	protein-coding	XM_063977656.1	XP_063833726.1	262	
NC_087109.1	5816140	5831101	22	plus	zinc finger MYND domain-containing protein 10	LOC135082693	135082693	protein-coding	XM_063977473.1	XP_063833543.1	456	
NC_087109.1	5831093	5835784	22	minus	small ribosomal subunit protein eS12	LOC135082695	135082695	protein-coding	XM_063977474.1	XP_063833544.1	139	
NC_087109.1	5836337	5848647	22	plus	dual specificity protein phosphatase CDC14A-like	LOC135082884	135082884	protein-coding	XM_063977643.1	XP_063833713.1	746	
NC_087109.1	5841654	5842824	22	minus	uncharacterized LOC135082893	LOC135082893	135082893	protein-coding	XM_063977658.1	XP_063833728.1	221	
NC_087109.1	5843700	5845092	22	plus	protein NDUFAF4 homolog	LOC135082894	135082894	protein-coding	XM_063977659.1	XP_063833729.1	216	
NC_087109.1	5929937	5939101	22	minus	uncharacterized LOC135083038	LOC135083038	135083038	protein-coding	XM_063977802.1	XP_063833872.1	762	
NC_087109.1	6007005	6009048	22	plus	uncharacterized LOC135083039	LOC135083039	135083039	protein-coding	XM_063977803.1	XP_063833873.1	212	
NC_087109.1	6067566	6083667	22	minus	N6-adenosine-methyltransferase subunit METTL3	LOC135082777	135082777	protein-coding	XM_063977541.1	XP_063833611.1	571	
NC_087109.1	6095158	6097038	22	plus	DNA polymerase interacting tetratricopeptide repeat-containing, protein of 47 kDa	LOC135082840	135082840	protein-coding	XM_063977603.1	XP_063833673.1	385	
NC_087109.1	6097354	6107668	22	minus	uncharacterized LOC135082692	LOC135082692	135082692	protein-coding	XM_063977472.1	XP_063833542.1	445	
NC_087109.1	6109394	6112936	22	minus	vesicular inhibitory amino acid transporter	LOC135082778	135082778	protein-coding	XM_063977542.1	XP_063833612.1	539	
NC_087109.1	6113679	6137380	22	plus	uncharacterized LOC135082990	LOC135082990	135082990	protein-coding	XM_063977752.1	XP_063833822.1	458	
NC_087109.1	6143443	6146610	22	plus	uncharacterized LOC135082954	LOC135082954	135082954	protein-coding	XM_063977721.1	XP_063833791.1	201	
NC_087109.1	6177998	6196923	22	minus	BSD domain-containing protein 1-like	LOC135082825	135082825	protein-coding	XM_063977587.1	XP_063833657.1	390	
NC_087109.1	6238566	6373987	22	minus	putative transcription factor SOX-15	LOC135082850	135082850	protein-coding	XM_063977611.1	XP_063833681.1	577	
NC_087109.1	6402128	6407960	22	minus	glutamate--cysteine ligase regulatory subunit-like	LOC135082684	135082684	protein-coding	XM_063977468.1	XP_063833538.1	100	
NC_087109.1	6418244	6441973	22	minus	glutamate--cysteine ligase regulatory subunit-like	LOC135082682	135082682	protein-coding	XM_063977466.1	XP_063833536.1	230	
NC_087109.1	6421438	6427541	22	plus	uncharacterized LOC135082991	LOC135082991	135082991	protein-coding	XM_063977753.1	XP_063833823.1	205	
NC_087109.1	6443343	6447462	22	plus	transmembrane protein 14C	LOC135082907	135082907	protein-coding	XM_063977675.1	XP_063833745.1	111	
NC_087109.1	6447537	6634101	22	minus	A disintegrin and metalloproteinase with thrombospondin motifs like	LOC135082902	135082902	protein-coding	XM_063977663.1	XP_063833733.1	861	
NC_087109.1	6458416	6460466	22	plus	homologous-pairing protein 2 homolog	LOC135082756	135082756	protein-coding	XM_063977522.1	XP_063833592.1	204	
NC_087109.1	6666839	6667590	22	minus	uncharacterized LOC135083040	LOC135083040	135083040	protein-coding	XM_063977804.1	XP_063833874.1	105	
NC_087109.1	6668457	6673600	22	plus	ubiquitin carboxyl-terminal hydrolase 33-like	LOC135083041	135083041	protein-coding	XM_063977805.1	XP_063833875.1	350	
NC_087109.1	6673815	6694064	22	plus	ubiquitin carboxyl-terminal hydrolase 20	LOC135083042	135083042	protein-coding	XM_063977806.1	XP_063833876.1	1086	
NC_087109.1	6702954	6705722	22	minus	zinc finger protein 628-like	LOC135082614	135082614	protein-coding	XM_063977395.1	XP_063833465.1	506	
NC_087109.1	6714452	6719589	22	plus	elongin-C	LOC135082906	135082906	protein-coding	XM_063977674.1	XP_063833744.1	150	
NC_087109.1	6719923	6802739	22	minus	focal adhesion kinase 1	LOC135082908	135082908	protein-coding	XM_063977676.1	XP_063833746.1	1344	
NC_087109.1	6921430	6932092	22	plus	peroxisomal membrane protein PEX13	LOC135082789	135082789	protein-coding	XM_063977552.1	XP_063833622.1	378	
NC_087109.1	6932207	6934812	22	minus	uncharacterized LOC135082790	LOC135082790	135082790	protein-coding	XM_063977553.1	XP_063833623.1	161	
NC_087109.1	6944588	6946759	22	plus	uncharacterized LOC135083043	LOC135083043	135083043	protein-coding	XM_063977807.1	XP_063833877.1	263	
NC_087109.1	6963425	6970127	22	plus	THAP domain-containing protein 5-like	LOC135083045	135083045	protein-coding	XM_063977808.1	XP_063833878.1	201	
NC_087109.1	6976008	6981724	22	minus	small ribosomal subunit protein eS7	LOC135082905	135082905	protein-coding	XM_063977671.1	XP_063833741.1	190	
NC_087109.1	6983737	6985212	22	minus	uncharacterized LOC135083046	LOC135083046	135083046	protein-coding	XM_063977809.1	XP_063833879.1	181	
NC_087109.1	6995319	7021086	22	plus	UDP-glucose 4-epimerase	LOC135082904	135082904	protein-coding	XM_063977669.1	XP_063833739.1	365	
NC_087109.1	7021974	7029799	22	minus	longitudinals lacking protein-like	LOC135082795	135082795	protein-coding	XM_063977556.1	XP_063833626.1	128	
NC_087109.1	7031327	7057436	22	minus	RE1-silencing transcription factor	LOC135082713	135082713	protein-coding	XM_063977485.1	XP_063833555.1	1307	
NC_087109.1	7149129	7150961	22	minus	heat shock protein beta-6-like	LOC135082617	135082617	protein-coding	XM_063977396.1	XP_063833466.1	189	
NC_087109.1	7227461	7268897	22	minus	putative divalent cation/proton antiporter TMEM165	LOC135082642	135082642	protein-coding	XM_063977433.1	XP_063833503.1	318	
NC_087109.1	7269142	7270896	22	plus	exosome complex component MTR3-like	LOC135082643	135082643	protein-coding	XM_063977437.1	XP_063833507.1	311	
NC_087109.1	7271270	7271809	22	minus	splicing factor 3B subunit 5	LOC135082645	135082645	protein-coding	XM_063977440.1	XP_063833510.1	85	
NC_087109.1	7272085	7278520	22	plus	uncharacterized LOC135082646	LOC135082646	135082646	protein-coding	XM_063977442.1	XP_063833512.1	589	
NC_087109.1	7278605	7281725	22	minus	uncharacterized LOC135082644	LOC135082644	135082644	protein-coding	XM_063977439.1	XP_063833509.1	138	
NC_087109.1	7284787	7286857	22	minus	disintegrin and metalloproteinase domain-containing protein 10-like	LOC135083047	135083047	protein-coding	XM_063977810.1	XP_063833880.1	216	
NC_087109.1	7287298	7305212	22	minus	uncharacterized LOC135083048	LOC135083048	135083048	protein-coding	XM_063977812.1	XP_063833882.1	204	
NC_087109.1	7317343	7336657	22	plus	facilitated trehalose transporter Tret1-like	LOC135083049	135083049	protein-coding	XM_063977813.1	XP_063833883.1	468	
NC_087109.1	7383456	7409061	22	minus	dystrobrevin alpha	LOC135083050	135083050	protein-coding	XM_063977814.1	XP_063833884.1	605	
NC_087109.1	7412011	7452945	22	minus	sodium-dependent noradrenaline transporter-like	LOC135082953	135082953	protein-coding	XM_063977720.1	XP_063833790.1	745	
NC_087109.1	7463390	7465916	22	plus	cilia- and flagella-associated protein 144-like	LOC135082801	135082801	protein-coding	XM_063977561.1	XP_063833631.1	139	
NC_087109.1	7467642	7471803	22	plus	uncharacterized LOC135082949	LOC135082949	135082949	protein-coding	XM_063977717.1	XP_063833787.1	289	
NC_087109.1	7471908	7493109	22	plus	uncharacterized LOC135083051	LOC135083051	135083051	protein-coding	XM_063977815.1	XP_063833885.1	876	
NC_087109.1	7472743	7475054	22	minus	protein SREK1IP1-like	LOC135082950	135082950	protein-coding	XM_063977718.1	XP_063833788.1	149	
NC_087109.1	7496332	7498669	22	plus	nematocyst expressed protein 3-like	LOC135083052	135083052	protein-coding	XM_063977816.1	XP_063833886.1	229	
NC_087109.1	7500885	7530250	22	minus	protein DEK	LOC135083053	135083053	protein-coding	XM_063977817.1	XP_063833887.1	634	
NC_087109.1	7533908	7559525	22	plus	far upstream element-binding protein 1	LOC135082705	135082705	protein-coding	XM_063977478.1	XP_063833548.1	735	
NC_087109.1	7544196	7545966	22	minus	putative nuclease HARBI1	LOC135082704	135082704	protein-coding	XM_063977477.1	XP_063833547.1	351	
NC_087109.1	7566502	7591303	22	minus	uncharacterized LOC135082656	LOC135082656	135082656	protein-coding	XM_063977448.1	XP_063833518.1	1244	
NC_087109.1	7582937	7584664	22	plus	putative nuclease HARBI1	LOC135082798	135082798	protein-coding	XM_063977559.1	XP_063833629.1	351	
NC_087109.1	7603024	7617599	22	plus	uncharacterized LOC135082788	LOC135082788	135082788	protein-coding	XM_063977551.1	XP_063833621.1	2131	
NC_087109.1	7620848	7622735	22	minus	probable phenylalanine--tRNA ligase, mitochondrial	LOC135082806	135082806	protein-coding	XM_063977567.1	XP_063833637.1	441	
NC_087109.1	7624725	7630726	22	plus	endonuclease G, mitochondrial	LOC135082807	135082807	protein-coding	XM_063977568.1	XP_063833638.1	307	
NC_087109.1	7630936	7639959	22	minus	eukaryotic translation initiation factor 2 subunit 1	LOC135082833	135082833	protein-coding	XM_063977596.1	XP_063833666.1	331	
NC_087109.1	7646746	7662186	22	plus	collagen alpha-1(IX) chain-like	LOC135083055	135083055	protein-coding	XM_063977818.1	XP_063833888.1	726	
NC_087109.1	7662315	7690936	22	minus	E3 ubiquitin-protein ligase RNF123-like	LOC135083056	135083056	protein-coding	XM_063977819.1	XP_063833889.1	1467	
NC_087109.1	7699103	7700296	22	plus	uncharacterized LOC135082973	LOC135082973	135082973	protein-coding	XM_063977736.1	XP_063833806.1	124	
NC_087109.1	7722775	7824027	22	plus	calbindin-32	LOC135082712	135082712	protein-coding	XM_063977482.1	XP_063833552.1	318	
NC_087109.1	7791807	7793747	22	minus	uncharacterized LOC135082929	LOC135082929	135082929	protein-coding	XM_063977696.1	XP_063833766.1	120	
NC_087109.1	7795049	7796461	22	minus	uncharacterized LOC135082976	LOC135082976	135082976	protein-coding	XM_063977740.1	XP_063833810.1	120	
NC_087109.1	7824830	7826511	22	plus	peptidyl-prolyl cis-trans isomerase FKBP1A-like	LOC135082961	135082961	protein-coding	XM_063977728.1	XP_063833798.1	108	
NC_087109.1	7827640	7838186	22	minus	uncharacterized LOC135082707	LOC135082707	135082707	protein-coding	XM_063977479.1	XP_063833549.1	1187	
NC_087109.1	7861627	7864248	22	plus	uncharacterized LOC135082622	LOC135082622	135082622	protein-coding	XM_063977402.1	XP_063833472.1	134	
NC_087109.1	7868955	7875200	22	minus	uncharacterized LOC135082589	LOC135082589	135082589	protein-coding	XM_063977369.1	XP_063833439.1	249	
NC_087109.1	7875786	7885310	22	minus	uncharacterized LOC135083057	LOC135083057	135083057	protein-coding	XM_063977820.1	XP_063833890.1	471	
NC_087109.1	7886586	7889014	22	plus	dysbindin	LOC135083058	135083058	protein-coding	XM_063977822.1	XP_063833892.1	250	
NC_087109.1	7891381	7896450	22	minus	uncharacterized LOC135082753	LOC135082753	135082753	protein-coding	XM_063977520.1	XP_063833590.1	175	
NC_087109.1	7986396	7998856	22	plus	uncharacterized LOC135083059	LOC135083059	135083059	protein-coding	XM_063977823.1	XP_063833893.1	826	
NC_087109.1	8008179	8009193	22	plus	CCAAT/enhancer-binding protein gamma-like	LOC135082665	135082665	protein-coding	XM_063977453.1	XP_063833523.1	121	
NC_087109.1	8017737	8047577	22	minus	phosphoinositide 3-kinase regulatory subunit 4	LOC135082666	135082666	protein-coding	XM_063977454.1	XP_063833524.1	1229	
NC_087109.1	8049448	8063396	22	plus	stromal membrane-associated protein 1-like	LOC135083060	135083060	protein-coding	XM_063977824.1	XP_063833894.1	434	
NC_087109.1	8067903	8070126	22	minus	heat shock protein 68-like	LOC135082636	135082636	protein-coding	XM_063977426.1	XP_063833496.1	652	
NC_087109.1	8070628	8078917	22	plus	sister chromatid cohesion protein DCC1	LOC135082638	135082638	protein-coding	XM_063977429.1	XP_063833499.1	427	
NC_087109.1	8070817	8074036	22	plus	protein DENND6A	LOC135082762	135082762	protein-coding	XM_063977528.1	XP_063833598.1	561	
NC_087109.1	8074022	8075542	22	minus	mitochondrial import inner membrane translocase subunit Tim23	LOC135082763	135082763	protein-coding	XM_063977529.1	XP_063833599.1	194	
NC_087109.1	8078918	8124659	22	minus	phosphoenolpyruvate carboxykinase [GTP]-like	LOC135082637	135082637	protein-coding	XM_063977427.1	XP_063833497.1	638	
NC_087109.1	8131578	8137190	22	plus	uncharacterized LOC135082604	LOC135082604	135082604	protein-coding	XM_063977385.1	XP_063833455.1	90	
NC_087109.1	8137530	8199641	22	minus	anillin	LOC135082783	135082783	protein-coding	XM_063977547.1	XP_063833617.1	1321	
NC_087109.1	8203702	8214121	22	plus	waprin-Thr1	LOC135082782	135082782	protein-coding	XM_063977545.1	XP_063833615.1	112	
NC_087109.1	8245685	8252607	22	plus	protein tyrosine phosphatase domain-containing protein 1-like	LOC135083061	135083061	protein-coding	XM_063977825.1	XP_063833895.1	292	
NC_087109.1	8254215	8255776	22	plus	protein tyrosine phosphatase domain-containing protein 1-like	LOC135083062	135083062	protein-coding	XM_063977826.1	XP_063833896.1	236	
