Gene ID	Protein accession
3772149	NP_001027285.1
318854	NP_724341.1
326273	NP_724342.1
318855	NP_724343.1
318846	NP_724344.1
318847	NP_724345.1
3771818	NP_001027286.1
3772099	NP_001027287.1
3772666	NP_001027288.1
3771959	NP_001027289.1
3771734	NP_001027290.1
3772013	NP_001027291.1
3772282	NP_001027292.1
3771908	NP_001027293.1
3772163	NP_001027294.1
3771879	NP_001027295.1
3772203	NP_001027296.1
3772254	NP_001027297.1
3772489	NP_001027298.1
3771838	NP_001027299.1
3772058	NP_001027300.1
3772345	NP_001027301.1
3771935	NP_001027302.1
3771771	NP_001027303.1
3771816	NP_001027304.1
3772094	NP_001027305.1
3772351	NP_001027306.1
3771938	NP_001027307.1
3772198	NP_001027308.1
3771981	NP_001027309.1
3772248	NP_001027310.1
3772541	NP_001027311.1
3772096	NP_001027312.1
3772370	NP_001027313.1
3772665	NP_001027314.1
3771957	NP_001027315.1
3771783	NP_001027316.1
3772325	NP_001027317.1
3772374	NP_001027318.1
3772715	NP_001027319.1
3772502	NP_001027320.1
3771785	NP_001027321.1
3772314	NP_001027322.1
3772607	NP_001027323.1
3771910	NP_001027324.1
3772166	NP_001027325.1
3772447	NP_001027326.1
3772519	NP_001027327.1
3771792	NP_001027328.1
3772075	NP_001027329.1
3772336	NP_001027330.1
3772632	NP_001027331.1
3772317	NP_001027332.1
3772552	NP_001027333.1
3771911	NP_001027334.1
3772104	NP_001027335.1
3772448	NP_001027336.1
3772509	NP_001027337.1
3771723	NP_001027338.1
3772077	NP_001027339.1
3772271	NP_001027340.1
3772618	NP_001027341.1
3772172	NP_001027342.1
3772032	NP_001027343.1
3772225	NP_001027344.1
3772575	NP_001027345.1
3772360	NP_001027346.1
3771947	NP_001027347.1
3771729	NP_001027348.1
3772004	NP_001027349.1
3772276	NP_001027350.1
3772565	NP_001027351.1
3772129	NP_001027352.1
3772421	NP_001027353.1
3772702	NP_001027354.1
3772496	NP_001027355.1
3771774	NP_001027356.1
3772319	NP_001027357.1
3772619	NP_001027358.1
3771912	NP_001027359.1
3771891	NP_001027360.1
3772148	NP_001027361.1
3772211	NP_001027362.1
3772518	NP_001027363.1
3771803	NP_001027364.1
3772083	NP_001027365.1
3772346	NP_001027366.1
3771941	NP_001027367.1
3772191	NP_001027368.1
3771991	NP_001027369.1
3772264	NP_001027370.1
3772556	NP_001027371.1
3772113	NP_001027372.1
3772231	NP_001027373.1
3772581	NP_001027374.1
3771809	NP_001027375.1
3772139	NP_001027376.1
3772708	NP_001027377.1
3772517	NP_001027378.1
3771736	NP_001027379.1
3772081	NP_001027380.1
3772278	NP_001027381.1
3771854	NP_001027382.1
3772173	NP_001027383.1
3772409	NP_001027384.1
3772265	NP_001027385.1
3772505	NP_001027386.1
3772189	NP_001027387.1
35411	NP_610111.3
35414	NP_523613.4
35417	NP_610115.2
35418	NP_523614.1
35419	NP_610116.2
35420	NP_610117.1
35421	NP_610118.2
35422	NP_525105.2
35424	NP_724359.1
35425	NP_610120.1
35426	NP_610121.2
35427	NP_724363.1
35429	NP_610124.1
35430	NP_523615.2
35431	NP_610125.1
35432	NP_610126.1
35433	NP_610127.1
318834	NP_724367.1
35434	NP_610128.2
35435	NP_610129.3
318887	NP_724369.2
44272	NP_524733.2
4379897	NP_001036380.2
318835	NP_724371.2
5740285	NP_001097187.1
8674090	NP_001163043.1
318904	NP_724373.1
35437	NP_610130.1
318905	NP_724376.1
49992	NP_652176.1
35438	NP_610131.1
35439	NP_610132.3
35440	NP_610133.3
49816	NP_788082.1
35442	NP_610134.2
4379900	NP_001036384.1
35445	NP_610137.1
35447	NP_610138.4
35449	NP_610140.4
35452	NP_610143.3
35453	NP_610144.1
35454	NP_788084.1
49895	NP_724392.1
3355124	NP_001036387.1
3355125	NP_001036395.2
3355126	NP_001036396.2
3355127	NP_001036397.2
3355123	NP_001036401.1
3355120	NP_001036403.1
3355129	NP_001036407.1
3355130	NP_001036415.2
3355131	NP_001036421.1
3355116	NP_001036422.1
3355114	NP_001036424.1
3355094	NP_001015383.3
3355097	NP_001015386.3
3355096	NP_001015387.1
38013	NP_611998.1
12798539	NP_001246520.1
38015	NP_523868.1
38016	NP_611999.1
50161	NP_652326.1
38017	NP_525121.2
38019	NP_612000.3
38020	NP_612001.1
38021	NP_728478.1
38022	NP_612003.1
38023	NP_612004.2
38024	NP_612005.1
4379907	NP_001036572.1
4379908	NP_001036574.1
38026	NP_523869.1
38027	NP_612007.2
38028	NP_612008.1
43913	NP_524655.1
38029	NP_525122.1
38031	NP_612009.1
38032	NP_612010.1
38033	NP_612011.1
38034	NP_612012.1
3772691	NP_612013.3
38037	NP_612015.1
38036	NP_612014.2
2768996	NP_995945.1
10178831	NP_001189014.1
5740130	NP_001097457.1
5740693	NP_001097458.2
44811	NP_728505.1
318046	NP_728509.1
252479	NP_612019.2
38044	NP_612020.2
38045	NP_612021.1
38046	NP_523870.2
5740488	NP_001097459.1
38047	NP_612022.1
44787	NP_651996.2
318243	NP_728511.1
38049	NP_612023.1
38050	NP_612024.4
45374	NP_524822.1
5740226	NP_001097460.1
326208	NP_612028.4
38055	NP_728520.2
38059	NP_612031.3
38056	NP_612029.1
38057	NP_612030.2
38058	NP_523871.1
38060	NP_612032.1
38062	NP_612033.1
53445	NP_652613.1
38063	NP_612034.1
38064	NP_612035.1
38065	NP_523872.2
38066	NP_612036.1
38067	NP_523873.2
5740365	NP_001097464.1
5740141	NP_001097465.1
5740713	NP_001097466.1
38068	NP_612037.1
38069	NP_523874.1
38070	NP_612038.2
38071	NP_612039.1
38072	NP_612040.1
38073	NP_612041.2
38074	NP_612042.3
38075	NP_612043.1
38076	NP_612044.1
38077	NP_612045.1
38078	NP_612046.1
38079	NP_612047.1
38080	NP_612048.2
38081	NP_612049.1
38082	NP_612050.1
38083	NP_612051.1
318050	NP_728540.1
38084	NP_612052.1
38085	NP_612053.1
38086	NP_612054.1
38087	NP_612055.3
38088	NP_523875.2
38089	NP_612056.1
38090	NP_612057.1
38091	NP_523876.2
38092	NP_612058.1
38093	NP_728546.1
38094	NP_612060.2
8674073	NP_001163314.1
38095	NP_612061.2
38096	NP_612062.1
38097	NP_612063.2
38098	NP_523877.1
38099	NP_612064.1
38100	NP_612065.1
38101	NP_612066.1
38102	NP_612067.2
38103	NP_728554.1
38104	NP_612069.1
38106	NP_001033979.1
3885645	NP_001033980.2
38107	NP_612072.2
44786	NP_524783.1
38109	NP_523878.1
2768997	NP_995949.1
43974	NP_651960.2
38113	NP_612075.1
38116	NP_728565.1
44254	NP_523879.2
38120	NP_612079.1
38121	NP_612080.1
38122	NP_523881.1
53472	NP_728573.1
38131	NP_612082.1
261663	NP_728575.2
38124	NP_612081.1
38125	NP_523882.1
38127	NP_476823.1
38128	NP_476827.2
38129	NP_476828.1
38130	NP_476829.1
3885668	NP_001033983.1
3885642	NP_001033984.1
38133	NP_612084.1
38134	NP_612085.1
38135	NP_476818.1
2768976	NP_995952.1
38136	NP_612086.1
38137	NP_612087.1
38138	NP_612088.2
3772105	NP_001027095.1
3772453	NP_001027092.1
38141	NP_612091.1
38142	NP_728588.1
38144	NP_612093.1
38145	NP_477392.1
38146	NP_476950.1
38147	NP_612094.2
38148	NP_612095.3
38149	NP_788448.1
38150	NP_612097.1
38151	NP_612098.2
38153	NP_476934.2
38152	NP_612099.1
38154	NP_477002.1
38155	NP_612100.2
38156	NP_612101.1
38157	NP_612102.2
46140	NP_612103.1
38159	NP_612104.1
38160	NP_476687.1
38161	NP_612105.1
44856	NP_524790.1
317977	NP_001097472.3
38163	NP_612106.2
38164	NP_612107.1
38165	NP_612108.1
38167	NP_612109.3
38168	NP_523883.2
317976	NP_728606.1
38169	NP_788450.1
38170	NP_612110.1
192509	NP_612112.1
38173	NP_525123.2
38175	NP_647617.2
38174	NP_612113.2
38176	NP_647618.1
3885628	NP_001033986.1
38177	NP_647619.1
38178	NP_647620.1
317973	NP_728625.2
117353	NP_647621.1
38180	NP_647622.1
38181	NP_647623.1
38182	NP_647624.1
38184	NP_647626.1
38183	NP_647625.2
38185	NP_647627.1
38186	NP_647628.1
38187	NP_647629.1
3772196	NP_001027097.1
317974	NP_001027099.1
38190	NP_647632.2
38192	NP_647633.1
38193	NP_728642.2
2768998	NP_995955.1
38194	NP_523885.2
38195	NP_647635.1
38196	NP_477058.1
38197	NP_647636.3
38198	NP_477065.3
38199	NP_477395.1
38200	NP_647637.1
38201	NP_647638.1
38202	NP_477066.2
38203	NP_647639.1
38204	NP_647640.1
38205	NP_647641.1
38206	NP_647642.2
38207	NP_647643.1
38208	NP_523886.1
38209	NP_647644.2
38210	NP_647645.1
38214	NP_647649.2
38211	NP_647646.1
38212	NP_647647.2
38218	NP_477450.1
38216	NP_647651.1
38217	NP_647652.1
38219	NP_647653.1
38220	NP_647654.1
38221	NP_647655.1
38222	NP_647656.2
38223	NP_477298.2
38224	NP_647657.1
38226	NP_995958.2
38227	NP_647658.1
38228	NP_647659.1
38229	NP_647660.1
38230	NP_647661.1
38231	NP_476739.1
46719	NP_728672.1
38232	NP_477006.1
38233	NP_647662.1
44100	NP_477342.1
38235	NP_477403.1
2768999	NP_995960.2
38238	NP_647665.2
38239	NP_647666.2
38240	NP_647667.1
38241	NP_647668.1
38242	NP_647669.2
38243	NP_647670.3
38244	NP_476857.1
117365	NP_652729.2
38246	NP_647671.1
38247	NP_647672.2
38248	NP_476610.2
38249	NP_647673.2
48224	NP_476637.1
38251	NP_647674.1
38252	NP_647675.3
38254	NP_647677.2
76382454	NP_001401028.1
38255	NP_647678.3
38256	NP_647679.1
38257	NP_523887.2
38258	NP_647680.1
38259	NP_647681.2
38261	NP_647683.1
38262	NP_647684.1
38263	NP_647685.1
38264	NP_647686.1
10178933	NP_001189025.1
7354373	NP_001137870.1
7354374	NP_001137871.1
5740507	NP_001097479.2
317969	NP_001097478.3
44013	NP_524676.2
2769001	NP_995962.2
38273	NP_647693.2
38274	NP_647694.1
48613	NP_652068.1
38277	NP_647696.1
38278	NP_647697.2
48422	NP_652065.1
38280	NP_647698.1
38281	NP_647699.1
38282	NP_647700.2
38283	NP_647701.1
38284	NP_620469.2
38285	NP_728724.2
317967	NP_728725.2
38286	NP_647703.1
38287	NP_647704.1
38288	NP_647705.1
38290	NP_647706.1
38291	NP_647707.1
38292	NP_647708.1
317966	NP_728731.1
38293	NP_728732.1
38294	NP_523888.1
38295	NP_647710.1
38296	NP_647711.1
38298	NP_647713.2
38299	NP_647714.1
38300	NP_647715.2
38301	NP_647716.1
38302	NP_523889.1
38303	NP_647717.1
38304	NP_647718.1
38306	NP_647719.2
10178948	NP_001189028.1
317963	NP_728742.1
317964	NP_728741.1
38310	NP_647722.1
38311	NP_647723.2
38313	NP_647725.1
38315	NP_647727.2
46194	NP_536777.3
317962	NP_728755.1
44030	NP_524679.3
44251	NP_524726.1
38321	NP_523890.2
38322	NP_647729.1
38324	NP_647731.2
38323	NP_647730.1
38325	NP_647732.1
38326	NP_523891.2
7354428	NP_001137876.1
38327	NP_647733.1
38328	NP_647734.1
38329	NP_647735.1
38330	NP_647736.1
38331	NP_647737.1
38332	NP_728769.2
7354429	NP_001137877.1
38337	NP_647742.1
2769005	NP_995978.2
2769006	NP_995980.2
38338	NP_001137878.2
38340	NP_523892.1
38341	NP_647745.1
38342	NP_647746.1
38343	NP_647747.1
38344	NP_647748.1
38345	NP_523893.1
38346	NP_647749.2
38347	NP_647750.4
38350	NP_647753.1
38352	NP_523894.2
38351	NP_647754.1
318244	NP_728784.1
3885633	NP_001033987.2
38354	NP_523895.2
38355	NP_647756.1
38356	NP_647757.2
38357	NP_647758.1
326220	NP_728790.1
38358	NP_728791.1
45960	NP_524857.3
38360	NP_647760.1
53577	NP_525002.1
38362	NP_647761.1
326219	NP_647762.3
38363	NP_728794.1
38364	NP_647763.1
38365	NP_647764.1
38367	NP_647765.1
38369	NP_647767.1
38370	NP_647768.3
19835136	NP_001246586.1
38371	NP_001334707.1
38372	NP_647770.1
38373	NP_647771.1
38374	NP_647772.1
38375	NP_647773.1
38376	NP_523896.2
38378	NP_647775.1
38379	NP_523897.2
44098	NP_523898.1
38381	NP_647776.1
317952	NP_728818.1
38382	NP_728822.1
317953	NP_728821.2
38383	NP_647778.1
38384	NP_647779.2
38385	NP_647780.1
8674087	NP_001163333.1
317956	NP_728826.1
38386	NP_647781.1
8674097	NP_001163335.1
38387	NP_647782.1
38388	NP_647783.3
38389	NP_523899.1
38390	NP_647784.1
251645	NP_728830.1
38391	NP_647785.3
38392	NP_728833.1
318901	NP_788455.1
38393	NP_728835.1
326265	NP_788456.1
3772569	NP_647788.1
3772375	NP_728837.1
38395	NP_647789.2
38396	NP_647790.1
38397	NP_647791.2
38398	NP_647792.1
38399	NP_647793.1
38400	NP_647794.1
38401	NP_647795.2
12798574	NP_001246594.1
38402	NP_647796.2
5740186	NP_001097491.1
38403	NP_647797.1
38404	NP_647798.1
38405	NP_647799.1
38406	NP_647800.1
38407	NP_647801.1
38408	NP_728860.2
317955	NP_728861.1
317954	NP_728862.1
38409	NP_647803.1
38410	NP_647804.2
38411	NP_647805.1
8674033	NP_001163338.1
38412	NP_647806.2
38413	NP_728868.1
38414	NP_647808.1
38415	NP_647809.3
326207	NP_728872.1
38416	NP_728873.1
38418	NP_523900.1
38419	NP_523901.1
38420	NP_647811.2
38421	NP_728878.1
38422	NP_647813.1
38423	NP_647814.1
38424	NP_523902.2
44261	NP_651974.1
54520453	NP_001369037.1
38427	NP_647816.2
38428	NP_523903.1
38429	NP_647817.2
317946	NP_728885.1
38430	NP_647818.3
12798579	NP_001246604.1
38432	NP_476580.1
38433	NP_523904.1
38434	NP_001137881.1
38435	NP_647821.2
50167	NP_652332.1
38436	NP_001097493.1
38437	NP_647823.1
12798585	NP_001246605.1
12798588	NP_001246606.1
38438	NP_728896.1
38440	NP_647826.2
317945	NP_728900.1
38443	NP_647829.1
38444	NP_647830.1
38445	NP_647831.1
317944	NP_728903.1
38446	NP_647832.1
38447	NP_523905.2
38448	NP_523906.2
44543	NP_524765.2
2769007	NP_995993.1
38451	NP_523907.2
38452	NP_573393.1
38453	NP_001137883.1
38454	NP_647834.3
38455	NP_647835.1
38456	NP_523909.2
38457	NP_647836.2
45574	NP_647837.2
38459	NP_523910.1
47878	NP_524902.2
38461	NP_647838.1
38462	NP_647839.1
38463	NP_647840.1
38464	NP_647841.1
38465	NP_647842.1
38466	NP_647843.1
38467	NP_647844.2
38468	NP_647845.2
14462830	NP_001261389.1
38469	NP_523911.2
38470	NP_647846.2
38471	NP_523912.1
38472	NP_647847.1
38473	NP_647848.2
117481	NP_728920.1
117480	NP_728921.1
117479	NP_523913.2
3772638	NP_728922.2
3771916	NP_728923.2
117477	NP_728924.2
38477	NP_647851.3
38478	NP_647852.1
38479	NP_647853.1
38480	NP_647854.1
59217	NP_652703.1
45282	NP_524810.2
44096	NP_524692.3
317942	NP_728929.2
45577	NP_524830.2
38484	NP_523914.2
38485	NP_647855.3
38486	NP_647856.2
38487	NP_647857.3
38488	NP_647858.2
38489	NP_647859.1
38490	NP_647860.1
38491	NP_647861.2
38492	NP_523915.1
38493	NP_523916.2
38494	NP_523917.2
38495	NP_523918.1
317943	NP_728942.1
38496	NP_647862.1
3346237	NP_001014557.3
38499	NP_523919.1
38500	NP_647865.2
50169	NP_652334.2
38501	NP_647866.2
38502	NP_647867.1
50170	NP_652335.1
38503	NP_647868.1
38504	NP_523920.1
38505	NP_647869.3
38506	NP_647870.1
38508	NP_647872.1
38509	NP_647873.2
38510	NP_647874.1
38511	NP_647875.1
38513	NP_523921.3
54520451	NP_001369038.1
38514	NP_647877.1
38515	NP_477025.1
38516	NP_523922.1
38517	NP_647878.1
38518	NP_647879.1
38519	NP_647880.1
38520	NP_647881.1
38521	NP_001097499.1
38522	NP_647883.1
3772289	NP_001027107.1
38523	NP_647884.1
326206	NP_001033989.1
38525	NP_647886.2
38526	NP_647887.1
38527	NP_523923.1
38528	NP_523924.1
38529	NP_001163347.1
38530	NP_647889.2
38531	NP_647890.2
326205	NP_728981.1
38532	NP_728982.1
38533	NP_647892.1
38534	NP_647893.2
38535	NP_523925.1
3346239	NP_001014558.1
38538	NP_647896.1
38539	NP_647897.2
317933	NP_728987.1
38540	NP_647898.3
38541	NP_523926.1
38542	NP_647899.1
38543	NP_647900.1
38544	NP_647901.1
38545	NP_523927.2
38546	NP_647902.1
38547	NP_647903.1
38548	NP_647904.2
38549	NP_647905.1
38550	NP_647906.2
50172	NP_652336.2
317934	NP_729000.2
317939	NP_729001.2
317938	NP_729002.2
38552	NP_647908.2
38553	NP_647909.1
38554	NP_647910.1
38555	NP_647911.2
38556	NP_647912.1
38557	NP_647913.3
38558	NP_729009.2
38559	NP_523928.1
38560	NP_647915.1
317935	NP_729014.1
38561	NP_647916.1
3772311	NP_001027108.1
38562	NP_647917.3
48973	NP_524934.2
317936	NP_729020.2
38565	NP_647918.2
43923	NP_524656.5
38567	NP_647920.1
326203	NP_729025.1
249170	NP_729026.1
5740465	NP_001097507.1
38571	NP_647923.1
38572	NP_647924.2
38578	NP_729032.1
38573	NP_647925.1
59233	NP_652709.1
38574	NP_647926.1
38575	NP_647927.3
38576	NP_647928.1
38579	NP_647931.1
59169	NP_652668.1
38580	NP_523929.2
38581	NP_647932.1
38582	NP_647933.1
38583	NP_647934.2
38584	NP_729037.1
251916	NP_729038.1
38586	NP_647937.2
38587	NP_647938.1
38588	NP_647939.1
38589	NP_647940.1
38590	NP_523930.3
38591	NP_647941.1
317930	NP_729045.1
38592	NP_647942.1
38604	NP_647952.2
50315	NP_652458.1
50316	NP_652459.1
38603	NP_647951.2
38602	NP_647950.1
38601	NP_647949.1
38600	NP_647948.1
38599	NP_647947.1
38598	NP_647946.1
38597	NP_647945.1
38596	NP_647944.2
38595	NP_523932.2
38594	NP_647943.2
38593	NP_523931.1
38605	NP_729054.3
38608	NP_647956.2
38610	NP_523933.3
54520448	NP_001369040.1
38611	NP_523934.1
38612	NP_647958.1
38613	NP_647959.1
38614	NP_647960.1
38615	NP_647961.1
38616	NP_647962.1
5740816	NP_001097508.2
38619	NP_647965.3
38620	NP_647966.1
5740152	NP_001097509.3
38622	NP_647968.3
38623	NP_647969.1
38624	NP_647970.1
46187	NP_647971.3
44001	NP_651963.1
44002	NP_524673.3
38628	NP_647972.1
38629	NP_647973.1
38630	NP_647974.1
38631	NP_647975.2
38632	NP_647976.1
38633	NP_647977.1
38634	NP_647978.1
38635	NP_647979.1
38636	NP_788462.2
38637	NP_647981.1
38638	NP_647982.1
38639	NP_647983.1
43892	NP_524647.2
38640	NP_523935.1
30522409	NP_001334709.1
19835398	NP_001286948.1
38643	NP_523936.2
38644	NP_523937.2
38645	NP_647984.1
38646	NP_523938.2
38647	NP_647985.1
38648	NP_647986.3
326214	NP_729096.1
38649	NP_647987.2
3771920	NP_001027111.1
3772100	NP_001027109.2
38651	NP_523939.1
38652	NP_647989.2
38653	NP_523940.2
38654	NP_523941.2
318020	NP_729101.2
38655	NP_647990.1
38656	NP_647991.1
38657	NP_523942.2
38658	NP_647992.1
38659	NP_647993.2
38660	NP_647994.1
38661	NP_647995.1
38662	NP_647996.1
318016	NP_729108.2
38663	NP_729109.1
318018	NP_001097521.3
38664	NP_647998.2
38665	NP_001097522.1
38666	NP_648000.1
38667	NP_729113.1
38668	NP_001014566.1
38669	NP_523943.1
3885637	NP_001033991.1
38674	NP_648006.1
38677	NP_729124.1
38675	NP_648007.1
38679	NP_648010.1
38680	NP_523944.1
38681	NP_648011.1
38682	NP_648012.1
38683	NP_648013.1
38684	NP_648014.1
38685	NP_648015.1
44785	NP_524782.2
38687	NP_648016.1
38688	NP_648017.1
38689	NP_648019.2
38691	NP_648020.1
38692	NP_648021.1
38693	NP_648022.1
38694	NP_648023.2
38695	NP_648024.2
38696	NP_648025.1
38697	NP_648026.1
38698	NP_648027.3
38700	NP_523945.2
38701	NP_729143.2
59159	NP_652662.1
59158	NP_652661.1
38702	NP_477272.1
38703	NP_477273.1
45017	NP_477274.1
45018	NP_788468.1
318014	NP_729146.1
38706	NP_729147.1
38707	NP_477278.1
38708	NP_477279.1
48381	NP_788469.1
5740751	NP_001097523.1
48382	NP_524814.2
59157	NP_652660.1
38709	NP_477280.1
38710	NP_477282.2
38711	NP_648030.2
5740348	NP_001097524.1
38712	NP_648031.1
38713	NP_648032.1
38714	NP_648033.2
38715	NP_648034.1
38716	NP_001097525.1
38717	NP_477297.1
12798363	NP_001246644.1
38718	NP_477304.1
38719	NP_648036.1
38720	NP_648037.1
38721	NP_477368.1
38722	NP_648038.1
38723	NP_476617.1
26067038	NP_001303406.1
38724	NP_648039.1
4379909	NP_001036587.1
10178862	NP_001189053.1
38725	NP_648040.1
38726	NP_476831.1
38727	NP_729159.2
38728	NP_648042.1
45880	NP_476581.1
12798364	NP_001246646.1
318011	NP_729161.1
318012	NP_729162.3
318013	NP_729163.2
38730	NP_648043.1
8674009	NP_001163353.1
38732	NP_648045.2
38733	NP_648046.1
38734	NP_648047.2
38735	NP_648048.1
38736	NP_523946.1
117406	NP_729172.1
59223	NP_652706.3
318008	NP_729175.3
38738	NP_523947.2
38740	NP_648050.1
251414	NP_648049.1
38741	NP_648051.1
38742	NP_476855.1
38743	NP_648052.1
117342	NP_729182.3
38744	NP_648053.1
38745	NP_648054.2
38746	NP_476897.1
38747	NP_648055.1
38748	NP_648056.1
38749	NP_648057.2
38750	NP_648058.1
38751	NP_648059.1
38752	NP_523948.1
38753	NP_523949.2
19836228	NP_001286958.1
38754	NP_648060.1
38755	NP_648061.2
38756	NP_648062.2
38757	NP_648063.1
38758	NP_648064.1
44498	NP_524758.1
38760	NP_476980.1
38761	NP_648065.1
38762	NP_648066.1
38763	NP_648067.2
38764	NP_648068.1
38765	NP_477502.1
192611	NP_729198.1
12798365	NP_001246650.1
38766	NP_523950.2
38769	NP_788471.1
38768	NP_648070.1
38771	NP_648073.1
38772	NP_648074.1
318007	NP_001163365.2
3885636	NP_001033993.1
38773	NP_648075.1
38774	NP_648076.3
38775	NP_648077.1
3346238	NP_001014571.1
38779	NP_523951.1
38780	NP_648080.1
38781	NP_648081.1
38782	NP_648082.1
38783	NP_648083.1
38784	NP_523952.2
38785	NP_523953.2
38786	NP_523954.2
50310	NP_652453.1
38788	NP_729223.2
38791	NP_648088.1
38792	NP_648089.2
38793	NP_648090.1
38794	NP_648091.1
38795	NP_523955.1
38796	NP_648092.1
38797	NP_523956.1
38798	NP_648093.2
38799	NP_648094.1
38800	NP_648095.2
38801	NP_648096.4
38805	NP_648100.2
38806	NP_648101.1
38807	NP_648102.2
38808	NP_648103.1
7354423	NP_001137899.1
38809	NP_648104.2
38810	NP_648105.1
14462836	NP_001261506.1
38812	NP_648106.1
38811	NP_523957.1
38813	NP_648107.3
38814	NP_648108.1
38815	NP_477135.2
38816	NP_523958.2
38817	NP_648109.1
38818	NP_648110.2
38819	NP_648111.1
38820	NP_648112.2
38821	NP_648113.1
38823	NP_648114.1
38824	NP_523959.2
38825	NP_648115.1
38826	NP_648116.2
326211	NP_729252.2
38828	NP_648118.1
38829	NP_648119.1
38830	NP_648120.3
2768945	NP_996010.2
38831	NP_648121.1
38832	NP_648122.1
318005	NP_729255.2
38833	NP_729256.2
2768946	NP_996011.1
38835	NP_648125.3
10178939	NP_001189062.1
10178846	NP_001189061.1
38836	NP_729259.2
38837	NP_648126.1
38838	NP_648127.1
12798367	NP_001246658.1
38839	NP_788473.1
38840	NP_648129.2
38841	NP_523961.2
38842	NP_648130.2
38843	NP_648131.1
38844	NP_648132.2
38845	NP_729265.1
38846	NP_523962.2
38847	NP_648134.1
38848	NP_729270.1
318002	NP_729271.1
38849	NP_648136.2
38850	NP_648137.3
38851	NP_648138.1
38852	NP_648139.1
2768948	NP_996015.1
2768949	NP_996018.2
38857	NP_648144.3
318000	NP_729293.1
38858	NP_648145.1
38859	NP_648146.1
38863	NP_648148.2
14462837	NP_001261538.1
38864	NP_648149.1
38865	NP_648150.1
38866	NP_648151.2
38868	NP_001036593.1
38869	NP_648154.1
38870	NP_648155.1
38871	NP_523963.2
38872	NP_523964.2
317999	NP_729295.1
38873	NP_729296.1
45588	NP_524832.3
38876	NP_729304.1
38878	NP_648160.2
38879	NP_523965.2
38880	NP_648161.1
38881	NP_648162.2
43905	NP_524652.1
38883	NP_648163.1
14462838	NP_001261554.1
38884	NP_648164.1
38885	NP_523966.2
38886	NP_648165.1
38887	NP_648166.2
38888	NP_648167.1
38889	NP_648168.1
38890	NP_523967.2
38891	NP_648169.2
38895	NP_729327.1
8674107	NP_001163376.1
8674006	NP_001163377.1
38893	NP_648171.1
43926	NP_524657.2
38897	NP_648174.3
38898	NP_523968.1
44747	NP_524780.1
38900	NP_996022.1
38901	NP_648176.1
59151	NP_652658.1
44496	NP_524756.2
43950	NP_524661.1
38904	NP_648177.1
38905	NP_648178.1
38906	NP_648179.3
8674111	NP_001163378.1
14462840	NP_001261562.1
38907	NP_001097546.2
53438	NP_652607.1
38909	NP_523969.1
38910	NP_648181.2
38911	NP_648182.1
38912	NP_648183.3
38913	NP_648184.1
38914	NP_648185.1
38915	NP_648186.3
38916	NP_648187.1
38917	NP_648188.2
38918	NP_648189.1
38919	NP_729345.1
317996	NP_729346.1
38920	NP_648191.1
50305	NP_652448.1
38921	NP_648192.1
38922	NP_648193.1
38923	NP_648194.1
38924	NP_648195.1
2769008	NP_001036596.2
38928	NP_648199.1
38929	NP_648200.1
38930	NP_523970.1
38931	NP_648201.1
38932	NP_648202.1
38933	NP_648203.1
38934	NP_648204.1
38935	NP_523971.3
38936	NP_648205.1
38937	NP_648206.1
12798369	NP_001246666.1
38938	NP_648207.1
5740547	NP_001097547.1
5740319	NP_001097548.1
38940	NP_648209.1
38941	NP_648210.1
38942	NP_523972.2
38943	NP_648211.1
38944	NP_648212.1
38945	NP_648213.1
38946	NP_648214.2
44291	NP_652044.1
45879	NP_524849.2
38952	NP_729372.1
38953	NP_648217.1
38954	NP_648218.2
38955	NP_648219.1
318833	NP_788477.1
38956	NP_648220.1
38957	NP_648221.3
38959	NP_648222.3
38958	NP_648223.1
50302	NP_729380.1
38961	NP_648224.1
38963	NP_648226.2
38964	NP_648227.1
46156	NP_523973.2
38966	NP_648228.2
38968	NP_648230.1
38969	NP_648231.1
38971	NP_648233.1
38970	NP_648232.1
38972	NP_648234.1
38973	NP_648235.1
38974	NP_648236.1
38975	NP_648237.1
38976	NP_523974.3
44679	NP_524776.1
38978	NP_648238.1
38979	NP_648239.1
38981	NP_729389.1
38982	NP_648241.1
38983	NP_523975.1
38984	NP_648242.1
38985	NP_648243.1
38986	NP_648244.1
326209	NP_729394.1
38987	NP_648245.2
38988	NP_648246.3
38989	NP_648247.1
38990	NP_729400.1
38992	NP_648250.1
38994	NP_648251.1
38993	NP_523976.1
38995	NP_523977.2
47283	NP_788485.1
317826	NP_729403.1
38997	NP_648252.1
14462843	NP_001261598.1
38998	NP_523978.1
38999	NP_523979.1
39000	NP_523980.1
39001	NP_523981.1
39002	NP_523982.2
50301	NP_652444.1
39004	NP_729410.1
39003	NP_648253.1
39005	NP_648255.1
39007	NP_648257.1
39008	NP_648258.1
5740622	NP_001097552.1
317827	NP_729415.2
5740165	NP_001097553.2
39010	NP_648260.1
317828	NP_729417.2
39011	NP_648261.2
39012	NP_648262.2
39013	NP_523983.1
317829	NP_729420.1
12798372	NP_001246686.1
39014	NP_523984.1
39015	NP_648263.5
39016	NP_001137915.1
39017	NP_523985.1
14462845	NP_001261603.1
39018	NP_648266.1
39020	NP_523986.2
44326	NP_524742.1
39022	NP_648267.1
39023	NP_648268.1
39024	NP_648269.1
39025	NP_648270.2
39026	NP_648271.3
39027	NP_648272.1
